gap_id,mmsi,vessel_class,flag,vessel_length_m,vessel_tonnage_gt,gap_start_timestamp,gap_start_lat,gap_start_lon,gap_start_distance_from_shore_m,gap_end_timestamp,gap_end_lat,gap_end_lon,gap_end_distance_from_shore_m,gap_hours,iuu_caught
d5f0c5f111f8f571aaf0e5fa44dc2fc6,416239500,squid_jigger,TWN,74.13,1314,2017-09-02 04:57:40+00:00,41.73418,160.444475,882000,2017-09-02 19:04:51+00:00,41.297275,163.13924,1072000,14.11666667,0
9eafe55ce00c0cfb12f7631f3982d74d,416239500,squid_jigger,TWN,74.13,1314,2019-11-02 11:56:38+00:00,43.32387167,153.3397283,384000,2019-11-04 19:37:47+00:00,43.27157333,154.07696,429000,55.68333333,0
f97d4606bd789c0d8ee7e4fdcc9c697c,416239500,squid_jigger,TWN,74.13,1314,2018-10-08 00:21:29+00:00,42.84060167,153.159885,417000,2018-10-08 16:44:49+00:00,42.00558167,152.8208333,476000,16.38333333,0
b14464cce71bdeb096c297271df0fc0c,416239500,squid_jigger,TWN,74.13,1314,2018-02-26 18:18:25+00:00,-46.77152,-60.80389333,379000,2018-03-05 16:06:43+00:00,-47.86586667,-60.69152,350000,165.8,0
2b9399208272def74da69a10f5be5130,416239500,squid_jigger,TWN,74.13,1314,2017-08-26 09:48:25+00:00,43.82538667,158.1563733,583000,2017-08-28 07:32:33+00:00,43.937345,158.6162217,601000,45.73333333,0
36c57ce2f68551ce559370834ae5865c,416239600,squid_jigger,TWN,74.55,998,2018-02-18 00:54:38+00:00,-46.61136,-60.87992,376000,2018-02-18 14:33:29+00:00,-46.3176,-60.822895,389000,13.63333333,0
42bbe552d886053b7194d19100a9cec3,416240700,squid_jigger,TWN,72.88,997,2019-06-29 07:56:18+00:00,43.08055667,172.321925,1037000,2019-06-30 02:01:54+00:00,43.79307333,167.9939383,1037000,18.08333333,0
6d7da9094ba3cb8e3a131c1bb5f648ed,416241600,squid_jigger,TWN,74.55,998,2019-11-07 04:01:16+00:00,43.07026667,156.705535,564000,2019-11-07 20:04:17+00:00,43.06262667,156.80057,569000,16.05,0
a27b3dad64de795917144d3d555a6b79,416241600,squid_jigger,TWN,74.55,998,2019-07-25 00:53:50+00:00,47.87402667,168.1690133,626000,2019-07-25 16:46:21+00:00,47.50098667,167.7937867,676000,15.86666667,0
e7669e9894feae79a328e8e673c5991d,416241600,squid_jigger,TWN,74.55,998,2019-07-09 02:52:12+00:00,44.42530667,164.9945117,944000,2019-07-12 01:10:09+00:00,44.271555,165.6458633,992000,70.28333333,0
d6c7d45fcb75f4d4bca4dd2ed8bb8f06,416241600,squid_jigger,TWN,74.55,998,2019-02-10 08:03:11+00:00,-46.89148,-60.73032833,382000,2019-02-11 03:43:28+00:00,-46.86645333,-60.65624,388000,19.66666667,0
0953a0ad81ce3437efe39f01c8d95a14,416241600,squid_jigger,TWN,74.55,998,2019-08-28 06:19:12+00:00,42.65094167,159.7816417,769000,2019-08-28 18:43:42+00:00,42.16165333,159.7965867,811000,12.4,0
2b2a295d4233f31542092725b2bee939,416241600,squid_jigger,TWN,74.55,998,2017-11-01 03:05:40+00:00,40.19166,149.1923817,439000,2017-11-01 18:05:56+00:00,40.112,150.8509867,526000,15,0
6a1e88461b2be7a4d71dd0eab73b98c6,416241700,squid_jigger,TWN,74.525,998,2017-09-05 08:30:09+00:00,41.53192,160.7913,917000,2017-09-07 20:22:19+00:00,41.77221333,158.3912,763000,59.86666667,0
515423f051aa43e60291deb0d555d3a2,416241700,squid_jigger,TWN,74.525,998,2018-10-04 02:43:30+00:00,43.03229333,157.5473117,613000,2018-10-04 21:08:01+00:00,42.49511167,153.8563733,481000,18.4,0
affd66b144f32c2981b32abee8a42de4,416241700,squid_jigger,TWN,74.525,998,2019-07-26 03:37:42+00:00,47.57805833,167.7522183,670000,2019-07-26 16:58:51+00:00,47.69070167,168.3295717,636000,13.35,0
b348adf3ceeaaa69d64d43b7871333b4,416241900,squid_jigger,TWN,74.55,999,2017-07-14 04:54:26+00:00,45.81366833,162.8496217,716000,2017-07-14 17:08:46+00:00,45.91357333,162.2194667,672000,12.23333333,0
b9397cffe0e1faf57459f95770346ae5,416241900,squid_jigger,TWN,74.55,999,2019-09-22 00:34:16+00:00,43.19152,160.9933067,800000,2019-09-22 19:29:45+00:00,42.48390333,161.3147817,871000,18.91666667,0
790922b3cf9716373e68cf1eb7028efa,416241900,squid_jigger,TWN,74.55,999,2019-09-27 16:53:28+00:00,42.23029333,161.5822933,907000,2019-09-28 18:34:32+00:00,43.64266667,161.3864533,792000,25.68333333,0
0a8f3eecf6b4ab422ed6c14c149d3feb,416241900,squid_jigger,TWN,74.55,999,2017-09-22 02:48:39+00:00,42.11376667,151.6871633,423000,2017-09-22 19:16:45+00:00,41.23522667,150.7314017,425000,16.46666667,0
b86e7d2824021a4ac01af45b3489cf63,416241900,squid_jigger,TWN,74.55,999,2019-09-02 04:09:32+00:00,42.69408667,159.97428,776000,2019-09-03 03:49:22+00:00,41.97599667,161.7398517,935000,23.65,0
96939f75d93d756c66e53bedaea8b733,416242500,squid_jigger,TWN,74.55,998,2018-09-06 04:29:28+00:00,41.74415,160.708125,895000,2018-09-06 17:47:57+00:00,42.11036167,161.0316617,884000,13.3,0
125d7f39fa46aeb8fa90ed262e63269b,416242500,squid_jigger,TWN,74.55,998,2018-09-07 03:01:36+00:00,42.26679,161.0784917,874000,2018-09-07 18:00:10+00:00,42.01163667,161.6690783,929000,14.96666667,0
2e673931d48db75ac3340a0d550e0833,416242500,squid_jigger,TWN,74.55,998,2019-11-09 04:32:05+00:00,41.28850667,154.6560267,629000,2019-11-09 19:52:34+00:00,41.58830833,154.672515,602000,15.33333333,0
da815063fc179edcb08ad6d7df6a6c8e,416242500,squid_jigger,TWN,74.55,998,2018-03-04 17:06:29+00:00,-46.79816,-60.86728,373000,2018-03-05 10:59:04+00:00,-46.93166667,-60.82666667,374000,17.86666667,0
5403780de0cb5e2134166dda2f11ea12,416242500,squid_jigger,TWN,74.55,998,2019-08-15 19:26:17+00:00,41.69708333,162.0088783,973000,2019-08-18 08:21:16+00:00,41.88013833,161.8537667,950000,60.9,0
2911900299d7e574b96d1770d881e4ad,416242500,squid_jigger,TWN,74.55,998,2017-03-06 17:59:39+00:00,-46.57839667,-60.86394833,378000,2017-03-07 07:59:33+00:00,-46.570785,-60.87254,378000,13.98333333,0
8bf9f67c41cbc41cf9ab9423202c46b9,416242500,squid_jigger,TWN,74.55,998,2017-07-21 01:02:59+00:00,46.65041167,162.4151367,627000,2017-07-21 16:45:56+00:00,45.57322667,161.4841867,651000,15.7,0
f0dc533dc80d27c3227fd1763b8afc22,416242500,squid_jigger,TWN,74.55,998,2018-10-11 04:44:56+00:00,42.29635,152.7088117,443000,2018-10-11 23:38:41+00:00,41.81166667,153.1683333,510000,18.88333333,0
df1d33de0ffd4e4d88494d97eb8c1db7,416242500,squid_jigger,TWN,74.55,998,2019-09-25 05:03:43+00:00,42.03324833,160.8569867,880000,2019-09-25 17:45:23+00:00,41.53756,161.4830717,955000,12.68333333,0
79094bff9b1d2e7789dab660c5e6168f,416242500,squid_jigger,TWN,74.55,998,2017-02-24 02:27:01+00:00,-45.80959333,-60.61774833,394000,2017-02-24 14:58:59+00:00,-45.71547833,-60.60207833,392000,12.51666667,0
41fde021558032e6de6e0390cdbde48b,416242500,squid_jigger,TWN,74.55,998,2017-09-12 04:29:54+00:00,41.811705,158.0325767,741000,2017-09-12 18:26:03+00:00,42.10178667,158.4097333,736000,13.93333333,0
487807b5668291305b475f70d390c1a6,416242500,squid_jigger,TWN,74.55,998,2018-08-12 04:17:33+00:00,48.08613333,160.61864,417000,2018-08-12 18:28:56+00:00,47.782445,162.423025,536000,14.18333333,0
a6b8d1cb457a67b15c54228c7fd57924,416242600,squid_jigger,TWN,74.55,1063.5,2017-08-11 01:15:57+00:00,46.029565,157.8001617,409000,2017-08-22 08:43:22+00:00,43.51906667,157.65392,580000,271.45,0
f407f0a27fe2eca8c324ffc68dde9d58,416242600,squid_jigger,TWN,74.55,1063.5,2018-10-02 06:57:02+00:00,44.02781333,155.8128267,436000,2018-10-02 22:04:22+00:00,43.61757333,156.8425067,525000,15.11666667,0
352ed2564c33e7f3033e42ebb00baa4c,416243800,squid_jigger,TWN,74.55,998,2017-02-09 15:15:44+00:00,-46.06498333,-60.68496667,398000,2017-02-10 06:47:21+00:00,-45.989,-60.63643333,399000,15.51666667,0
5fa80aa5ae0450d15b085d18f75df968,416243800,squid_jigger,TWN,74.55,998,2019-06-14 08:18:09+00:00,41.90994667,167.4281067,1249000,2019-06-15 17:16:11+00:00,41.91868167,168.0998817,1231000,32.96666667,0
8e7565e19872c30c82cf3dbe2554eb3d,416243800,squid_jigger,TWN,74.55,998,2018-07-16 02:29:04+00:00,46.19002667,163.3423733,712000,2018-07-16 18:04:25+00:00,45.94016,161.9943733,655000,15.58333333,0
35ef877413566e8d548229c6eb4561aa,416243900,squid_jigger,TWN,72.8,982,2018-11-08 02:49:25+00:00,40.39239833,151.0536217,512000,2018-11-08 19:35:25+00:00,40.45601167,151.0521467,507000,16.76666667,0
5bef841890f479f3baf0ed2c55cb584b,416243900,squid_jigger,TWN,72.8,982,2018-08-23 02:58:28+00:00,42.86904,159.3885067,729000,2018-08-25 07:05:22+00:00,42.31559167,155.666165,583000,52.1,0
544045b68daf9319e0c3531622eebbf5,416244800,squid_jigger,TWN,72.8,987,2017-09-29 01:01:59+00:00,42.85620833,152.16619,367000,2017-09-29 19:34:02+00:00,43.29813333,154.84688,455000,18.53333333,0
8181d7a81c96e72989830b388122a1c3,416244800,squid_jigger,TWN,72.8,987,2017-10-19 06:44:27+00:00,40.69367,153.061725,614000,2017-10-19 19:16:21+00:00,41.21994333,152.580215,544000,12.51666667,0
18a682a1f69783fc9d7e5cd61c02366f,416244800,squid_jigger,TWN,72.8,987,2018-08-23 04:11:55+00:00,42.68250667,158.89424,717000,2018-08-23 18:17:12+00:00,42.34533667,159.4962017,778000,14.08333333,0
89fc4e3e265afd0aed6f8fbb818fd669,416244800,squid_jigger,TWN,72.8,987,2018-10-23 02:35:46+00:00,40.778305,150.1053267,429000,2018-10-23 19:14:42+00:00,40.45112167,150.06372,456000,16.63333333,0
a0e2c5599bfefdd200c05c075c4c4857,416245500,squid_jigger,TWN,74.55,998,2018-10-08 00:32:59+00:00,42.08871667,153.50819,500000,2018-10-08 17:55:50+00:00,41.89399333,152.808895,487000,17.36666667,0
5f149ce460149b383b68fe73913a15ae,416246900,squid_jigger,TWN,72.62,998,2018-07-16 20:21:43+00:00,45.994435,161.8076917,641000,2018-07-20 16:58:31+00:00,44.07848667,162.989015,851000,92.6,0
eba13fbf20ff5c44434a5da0539e7154,416246900,squid_jigger,TWN,72.62,998,2019-08-04 22:29:23+00:00,41.35562667,160.72208,928000,2019-08-07 11:51:12+00:00,41.70500167,162.1324083,980000,61.35,0
20cad9e669f809a7b67c55aaec85a5e7,416246900,squid_jigger,TWN,72.62,998,2019-10-06 04:23:55+00:00,43.44121167,157.5918167,582000,2019-10-07 18:46:35+00:00,43.08725333,155.5986333,508000,38.36666667,0
e4768f737331cd119922a9f562c16442,416248500,squid_jigger,TWN,74.55,998,2019-09-02 03:41:10+00:00,42.72941333,160.19488,786000,2019-09-02 18:27:57+00:00,42.63362667,159.64688,763000,14.76666667,0
9e3315d6cc4b367bbb948aa47bae89af,416248500,squid_jigger,TWN,74.55,998,2019-09-25 04:10:10+00:00,41.77917333,160.70176,892000,2019-09-25 20:02:28+00:00,41.79024,161.39144,930000,15.86666667,0
a077eba17dfed170d0574a66c8c7a62e,416248500,squid_jigger,TWN,74.55,998,2018-10-28 07:10:14+00:00,40.05168,150.3738883,507000,2018-10-28 19:43:29+00:00,40.21101333,150.3813867,493000,12.55,0
00ad67d48edae4d15f63e1d70d208353,416248500,squid_jigger,TWN,74.55,998,2019-02-11 17:56:01+00:00,-46.65538667,-60.54176,401000,2019-02-17 23:17:19+00:00,-47.04443,-60.81712333,373000,149.35,0
483f2bd0fa831181d6fd2f1c1c968f94,416248800,squid_jigger,TWN,72.62,998,2019-09-27 04:01:26+00:00,42.20066667,161.2503733,889000,2019-10-04 19:55:36+00:00,43.38158333,156.5516,529000,183.9,0
c608e13d7f14a2bd830e1b716f50da8e,416248900,squid_jigger,TWN,74.55,998,2019-10-27 10:11:33+00:00,42.82914667,153.0921067,414000,2019-10-31 08:48:17+00:00,43.02578667,153.8644,436000,94.6,0
1937b77c2f0eda24c6394e9dbd0a2fcc,416248900,squid_jigger,TWN,74.55,998,2017-10-30 16:08:49+00:00,40.16009167,147.9108117,389000,2017-11-08 16:29:15+00:00,41.34826,151.66533,478000,216.3333333,0
a97bd775e6fbc9eb18492f3af51901ee,416248900,squid_jigger,TWN,74.55,998,2019-10-21 04:25:51+00:00,43.49664,153.9182933,400000,2019-10-21 19:37:10+00:00,43.60021167,154.227915,401000,15.18333333,0
cddf3a64b85d678edb1605e60e6b9578,416248900,squid_jigger,TWN,74.55,998,2018-08-17 04:53:36+00:00,42.33853,160.017105,808000,2018-08-17 18:54:16+00:00,42.20105167,160.2661333,833000,14,0
aa88b0dda272461cd51de9137582dd73,416250700,squid_jigger,TWN,70.375,1150,2019-08-23 13:11:23+00:00,42.41561,161.654145,897000,2019-09-07 22:49:01+00:00,42.66645333,161.4449333,865000,369.6166667,0
e942f91df191a5ca9a306af87419b2fa,416250700,squid_jigger,TWN,70.375,1150,2019-06-11 17:00:38+00:00,40.887575,162.69635,1078000,2019-06-19 16:57:31+00:00,43.15501167,169.8419333,1061000,191.9333333,0
d5ea93656a6711729d86b9b61fa0dd19,416250700,squid_jigger,TWN,70.375,1150,2019-06-27 03:46:16+00:00,42.32317333,172.4144533,1120000,2019-06-27 18:17:28+00:00,43.05349333,173.14232,1026000,14.51666667,0
21a0a9e8e7f92208abdd385ada545b97,416251600,squid_jigger,TWN,76.69,1218,2019-07-17 03:47:20+00:00,43.48096,167.9573867,1070000,2019-07-17 17:05:27+00:00,43.51805333,167.9905867,1065000,13.3,0
ca6873ab08ffd6d8d6f4b8e3767c9bcd,416251600,squid_jigger,TWN,76.69,1218,2019-07-27 02:39:45+00:00,47.91254833,168.8200767,596000,2019-07-30 12:41:04+00:00,49.27890667,162.6610933,428000,82.01666667,0
69cbfa71edf1b2d3bc889ec84c1bd2b9,416251600,squid_jigger,TWN,76.69,1218,2019-06-26 02:43:20+00:00,42.49606333,170.7644617,1117000,2019-06-26 15:45:04+00:00,42.3701,172.3487783,1115000,13.01666667,0
1b77922c6c889df68d3615e4c7e08cc0,416251600,squid_jigger,TWN,76.69,1218,2019-06-30 03:23:19+00:00,43.007755,172.9823867,1034000,2019-07-05 15:57:13+00:00,44.23467167,165.1208267,966000,132.55,0
2e9b02da20158c9131ad2a78ed850def,416251800,squid_jigger,TWN,70.375,1218,2019-10-22 02:26:02+00:00,43.69048,154.3379467,397000,2019-10-22 20:24:15+00:00,43.59333333,154.1166667,398000,17.96666667,0
c8049d34ddbdcba25a1a8c725a1b900d,416251900,squid_jigger,TWN,75.05,1182,2018-10-04 08:11:20+00:00,40.93716667,156.6016133,754000,2018-10-06 19:15:21+00:00,41.84994333,153.6201067,527000,59.06666667,0
71336693d9aae74d9c8001de9eb52c4f,416251900,squid_jigger,TWN,75.05,1182,2019-10-19 03:57:32+00:00,43.10194667,153.71928,422000,2019-10-19 20:39:11+00:00,43.48987667,153.74148,392000,16.68333333,0
d9e3c84ab3dcaef34cc013c07c827b47,416251900,squid_jigger,TWN,75.05,1182,2019-07-28 02:52:56+00:00,47.47280333,168.78532,639000,2019-07-28 16:33:40+00:00,48.26938667,167.0821067,641000,13.66666667,0
d72e64fe735588dc3a99f72520e9f9bb,416251900,squid_jigger,TWN,75.05,1182,2019-10-11 01:00:25+00:00,42.03214667,159.22992,788000,2019-10-12 06:42:06+00:00,40.95734667,161.1948267,987000,29.68333333,0
e5f6e2f366a2eb5ead26ba1776d828ac,416251900,squid_jigger,TWN,75.05,1182,2019-07-27 02:10:54+00:00,47.65816,168.36264,637000,2019-07-27 16:36:36+00:00,47.42882667,168.8761333,640000,14.41666667,0
9cb438291e82cbfb17795aca38ba86e9,416252600,squid_jigger,TWN,41.05,1238,2018-08-15 05:19:26+00:00,43.19764,160.322585,758000,2018-08-15 19:26:08+00:00,42.020925,160.19019,844000,14.1,0
8e303f69bc2098ff441a8ecb4c922fcd,416252900,squid_jigger,TWN,74.55,1235,2018-09-03 02:40:03+00:00,42.72413667,156.93167,606000,2018-09-04 17:58:15+00:00,47.2,159.0466667,391000,39.3,0
1fa0794035ead391df4e38cc9c5e88a5,416252900,squid_jigger,TWN,74.55,1235,2018-07-23 03:59:39+00:00,46.20858333,164.624455,778000,2018-07-23 17:10:57+00:00,46.55227167,164.6599667,750000,13.18333333,0
a65280dde02473144ff7c93dddb52f8c,416252900,squid_jigger,TWN,74.55,1235,2019-06-25 09:29:18+00:00,42.59874667,170.4696533,1111000,2019-06-26 16:29:23+00:00,42.74707333,173.5951667,1047000,31,0
0e9e37b0039ea1eefec2927162ee0a24,416252900,squid_jigger,TWN,74.55,1235,2019-10-18 04:26:14+00:00,41.73085333,151.80392,463000,2019-10-18 19:29:49+00:00,42.067135,152.18827,445000,15.05,0
7ca798b4c595649bb233b4adc3c948c8,416252900,squid_jigger,TWN,74.55,1235,2019-10-29 04:26:50+00:00,43.07847667,153.98671,439000,2019-10-29 19:05:35+00:00,43.20522,154.0185,430000,14.63333333,0
818c79cec593670b6105d53eba33d522,416252900,squid_jigger,TWN,74.55,1235,2019-07-15 04:09:47+00:00,47.05290667,165.0278133,726000,2019-07-16 16:46:12+00:00,46.63776167,165.844245,802000,36.6,0
06491afff12b68e560519e2abde2324b,416252900,squid_jigger,TWN,74.55,1235,2019-10-15 04:09:28+00:00,42.274685,157.5442333,676000,2019-10-16 20:27:03+00:00,41.81833333,151.8466667,458000,40.28333333,0
c2b164cae3b309dd910b04a7aca91d85,416253500,squid_jigger,TWN,74.55,1235,2018-11-04 01:51:56+00:00,40.95293167,152.873875,581000,2018-11-04 19:02:36+00:00,40.265,151.3233333,538000,17.16666667,0
2e9a6c4a1c376d94b602a9fab3a55307,416253500,squid_jigger,TWN,74.55,1235,2018-09-24 04:05:52+00:00,42.85761,158.9126817,704000,2018-09-25 19:38:07+00:00,42.89504833,158.88454,699000,39.53333333,0
01785a490be06ccebe4e8c0663dbfff6,416253500,squid_jigger,TWN,74.55,1235,2018-07-20 02:58:09+00:00,45.36973333,163.1986667,769000,2018-07-22 18:13:01+00:00,46.11284667,164.1937883,765000,63.23333333,0
2dfd91131ec8c2b72bbee6b929f41648,416253700,squid_jigger,TWN,74.55,1238,2018-08-28 03:28:13+00:00,48.09346667,160.6332,418000,2018-08-29 17:54:05+00:00,42.60005667,158.5367867,703000,38.41666667,0
add28dfe8c5928d46120fec6f43a14a0,416253700,squid_jigger,TWN,74.55,1238,2019-07-19 03:45:38+00:00,45.50309333,166.6416,911000,2019-07-19 16:29:54+00:00,46.44490667,166.98204,808000,12.73333333,0
c51e2ddb07835f1da8bf0aa52d233113,416253700,squid_jigger,TWN,74.55,1238,2018-11-02 02:52:39+00:00,41.54232,152.14768,496000,2018-11-02 20:12:04+00:00,41.52365333,152.3589333,506000,17.31666667,0
f0fe597bc5dc970f611c4ff7d50e2faa,416253700,squid_jigger,TWN,74.55,1238,2019-08-18 23:24:11+00:00,41.90365333,161.99088,956000,2019-08-23 04:58:01+00:00,42.21785667,161.21176,885000,101.55,0
400dcfdfb18cb73082047a130bc5be2c,416253700,squid_jigger,TWN,74.55,1238,2018-09-26 02:54:58+00:00,42.97960667,158.9678267,697000,2018-09-26 18:21:54+00:00,43.28936333,157.9269467,614000,15.43333333,0
0f2fef373fac095c9ef372e6590013a5,416253700,squid_jigger,TWN,74.55,1238,2019-10-03 02:59:26+00:00,43.29570667,157.01776,561000,2019-10-03 19:07:36+00:00,43.41127333,157.2134267,563000,16.13333333,0
c321b05d0bd3b52dfd3f54368a3e28b6,416253700,squid_jigger,TWN,74.55,1238,2018-10-02 06:49:29+00:00,44.24605333,155.4258,397000,2018-10-03 17:53:55+00:00,43.25422333,157.2459333,578000,35.06666667,0
dd68523aceec997b65a3f92b6bc31741,416253700,squid_jigger,TWN,74.55,1238,2018-11-04 02:47:36+00:00,40.27914667,151.1472533,527000,2018-11-05 19:53:47+00:00,41.03839667,153.79392,610000,41.1,0
05f3bef5a925f2297956c6d5519b3c58,416253700,squid_jigger,TWN,74.55,1238,2018-11-03 03:57:45+00:00,41.40540333,152.5316667,523000,2018-11-03 19:46:44+00:00,40.34274667,151.0050933,514000,15.8,0
ea002ebc3efdcaf7b91b20f1da9ca96b,416253700,squid_jigger,TWN,74.55,1238,2019-10-29 04:05:26+00:00,43.04354,153.9008,437000,2019-10-29 20:52:17+00:00,43.15194667,154.0631467,437000,16.76666667,0
390ef106357cc87db306709328d80dad,416253700,squid_jigger,TWN,74.55,1238,2018-07-24 02:26:16+00:00,46.85201,164.7004533,726000,2018-07-24 17:14:41+00:00,46.93010667,164.16728,694000,14.8,0
5738fc4b9a03edee85a921a418e047fe,416253700,squid_jigger,TWN,74.55,1238,2018-08-16 02:48:30+00:00,42.22466,160.0777333,821000,2018-08-16 18:09:03+00:00,42.41553,159.7341733,785000,15.33333333,0
7916fe5851f698d6c136ccda606e05b2,416312000,squid_jigger,TWN,72.88,988,2017-08-05 04:49:34+00:00,46.8963,158.6869667,392000,2017-08-05 18:02:17+00:00,47.13188167,158.9761667,392000,13.2,0
65fbadc953bc1c275635d71e8ccc20e7,416312001,squid_jigger,TWN,72.88,988,2019-07-12 04:39:00+00:00,44.1791,165.661215,1000000,2019-07-12 18:09:19+00:00,43.13503333,166.5380833,1132000,13.5,0
186dfe43a303601621e90c24058ba61e,416312001,squid_jigger,TWN,72.88,988,2019-08-12 05:56:55+00:00,41.8264,162.0430817,965000,2019-08-13 19:23:30+00:00,41.86483333,162.0597167,964000,37.43333333,0
4ad78e32b89c03310f795244c956ef65,416505000,squid_jigger,TWN,69.735,929,2019-11-23 13:21:28+00:00,42.31261333,154.40648,526000,2019-11-24 05:35:44+00:00,41.74432,153.8704917,549000,16.23333333,0
227bd2248df297954e3f450268619cc2,416505000,squid_jigger,TWN,69.735,929,2019-09-21 09:16:15+00:00,43.29741333,161.0342933,794000,2019-09-23 19:21:18+00:00,41.37805333,160.7197867,926000,58.08333333,0
e030e9f48b903032dcafb6bede18b6bc,416505000,squid_jigger,TWN,69.735,929,2019-07-27 05:36:28+00:00,47.99883333,168.74865,590000,2019-07-28 16:26:52+00:00,48.1188,166.9116,662000,34.83333333,0
7f886d3eb133091510d25c3df014f9a2,416505000,squid_jigger,TWN,69.735,929,2018-08-05 05:13:23+00:00,47.7227,159.81465,402000,2018-08-05 17:36:01+00:00,47.6769,159.9868667,415000,12.36666667,0
1636f1ec2011564298a2fe02ace694f3,416510000,squid_jigger,TWN,65.8,973,2019-09-20 03:50:16+00:00,43.456245,161.676655,823000,2019-09-20 18:34:54+00:00,43.27649333,161.7162617,838000,14.73333333,0
9041dd0888ce4699b090d2671ff7e1ab,416525000,squid_jigger,TWN,63.83,991,2017-08-11 02:05:22+00:00,45.16178833,157.5902567,451000,2017-08-12 20:39:14+00:00,46.34407833,158.0248767,400000,42.55,0
0d036daa787f3b6443f00fae03a687ea,416525000,squid_jigger,TWN,63.83,991,2017-08-15 01:46:09+00:00,46.41474333,157.9820567,392000,2017-08-17 20:38:39+00:00,46.69397,158.46781,395000,66.86666667,0
