vessel_class,gap_hours,iuu_caught,spherical_distances,eez_check,Ocean List New whose false were in OG
tuna_purse_seines,13.5,0,115.3055126,1,atlantic
tuna_purse_seines,14.01666667,0,22.86426248,1,atlantic
tuna_purse_seines,14.43333333,0,132.0928909,0,indian
tuna_purse_seines,37.28333333,0,152.9549756,0,indian
tuna_purse_seines,13.81666667,0,138.2546343,0,atlantic
tuna_purse_seines,21.15,0,180.7052331,1,pacific
tuna_purse_seines,184.3,0,182.6641786,1,pacific
tuna_purse_seines,43.45,0,394.6489045,1,pacific
tuna_purse_seines,148.2833333,0,762.5957091,0,atlantic
tuna_purse_seines,18.81666667,0,121.8204131,1,pacific
tuna_purse_seines,301.8166667,0,627.4468698,1,pacific
tuna_purse_seines,21.61666667,0,246.5153868,1,pacific
tuna_purse_seines,77.4,0,1185.204945,1,pacific
tuna_purse_seines,55.91666667,0,917.5926074,1,pacific
tuna_purse_seines,12.25,0,172.6424144,0,pacific
tuna_purse_seines,198.0166667,0,24.61999781,0,pacific
tuna_purse_seines,49.76666667,0,1003.698216,0,pacific
tuna_purse_seines,33.05,0,32.37495908,1,pacific
tuna_purse_seines,125.5,0,421.066749,1,atlantic
tuna_purse_seines,13.9,0,70.99617236,1,atlantic
tuna_purse_seines,191.4,0,265.8004972,0,pacific
tuna_purse_seines,96.33333333,0,576.8760946,0,atlantic
tuna_purse_seines,14.2,0,128.7067522,0,atlantic
tuna_purse_seines,109.65,0,871.4697996,0,atlantic
tuna_purse_seines,176,0,855.6833488,0,atlantic
tuna_purse_seines,917.55,0,312.4716536,0,atlantic
tuna_purse_seines,92.96666667,0,77.64960918,1,pacific
tuna_purse_seines,24.3,0,322.733718,1,pacific
tuna_purse_seines,407.7666667,0,829.0612777,1,indian
tuna_purse_seines,13.96666667,0,329.8227808,1,atlantic
tuna_purse_seines,20.91666667,0,20.90833699,0,indian
tuna_purse_seines,115.5833333,0,127.0491718,1,pacific
tuna_purse_seines,67.2,0,654.6432619,1,pacific
tuna_purse_seines,432.8666667,1,415.4257483,0,atlantic
tuna_purse_seines,312.8,0,494.9431334,0,indian
tuna_purse_seines,14.73333333,0,270.4324482,0,pacific
tuna_purse_seines,36.68333333,0,129.5956369,1,indian
tuna_purse_seines,14.03333333,0,123.2688699,1,pacific
tuna_purse_seines,53.38333333,0,160.2439563,1,atlantic
tuna_purse_seines,109.7333333,0,266.877449,0,atlantic
tuna_purse_seines,139.1833333,0,1644.160124,0,atlantic
tuna_purse_seines,17.68333333,0,200.7059469,0,atlantic
tuna_purse_seines,39.66666667,0,876.104876,1,pacific
tuna_purse_seines,16.53333333,0,199.0364168,0,indian
tuna_purse_seines,33.96666667,0,399.7431395,0,pacific
tuna_purse_seines,62.08333333,0,604.8158051,1,indian
tuna_purse_seines,817.8666667,0,5428.519627,0,pacific
tuna_purse_seines,544.0333333,0,6153.232373,1,pacific
tuna_purse_seines,14.48333333,0,5.547582403,1,pacific
tuna_purse_seines,13.35,0,255.4346246,1,pacific
tuna_purse_seines,81.05,0,586.3518029,0,atlantic
tuna_purse_seines,624.1833333,0,204.2100242,0,atlantic
tuna_purse_seines,19.13333333,0,66.26635941,1,atlantic
tuna_purse_seines,12.78333333,0,103.223943,0,atlantic
tuna_purse_seines,1517.633333,0,318.1517351,0,pacific
tuna_purse_seines,119.8833333,0,363.1151218,0,pacific
tuna_purse_seines,42.83333333,0,988.2269405,0,pacific
tuna_purse_seines,244.9833333,0,1086.710576,1,indian
tuna_purse_seines,48.8,0,395.661698,0,atlantic
tuna_purse_seines,69.05,0,929.9886186,0,pacific
tuna_purse_seines,61.85,0,136.4881382,1,pacific
tuna_purse_seines,721.45,0,157.6622443,1,atlantic
tuna_purse_seines,29.46666667,0,101.0802016,1,pacific
tuna_purse_seines,40.43333333,0,434.8042373,0,pacific
tuna_purse_seines,38.36666667,0,481.0589889,1,pacific
tuna_purse_seines,47.23333333,0,57.11928404,1,atlantic
tuna_purse_seines,320.3666667,0,1175.869692,0,atlantic
tuna_purse_seines,230.2166667,0,672.3580961,0,indian
tuna_purse_seines,747.1,0,583.9256643,1,atlantic
tuna_purse_seines,45.56666667,0,598.3684452,1,atlantic
tuna_purse_seines,469.2,0,2698.61029,1,pacific
tuna_purse_seines,49.86666667,0,1139.196382,0,atlantic
tuna_purse_seines,86.81666667,0,1478.181794,0,pacific
tuna_purse_seines,38.31666667,0,556.941597,0,atlantic
tuna_purse_seines,153.2333333,0,66.81644205,1,pacific
tuna_purse_seines,22.76666667,0,53.94164469,0,pacific
tuna_purse_seines,60.61666667,0,910.7974488,0,indian
tuna_purse_seines,316.0166667,0,899.8329718,1,pacific
tuna_purse_seines,104.8666667,0,365.2881038,0,atlantic
tuna_purse_seines,20.15,0,264.3200989,1,pacific
tuna_purse_seines,433.35,0,1005.520927,1,pacific
tuna_purse_seines,86.76666667,0,989.4955285,1,pacific
tuna_purse_seines,15.11666667,0,191.2003527,1,arctic
tuna_purse_seines,14.18333333,0,249.4388795,0,pacific
tuna_purse_seines,112.6166667,0,620.0883187,0,pacific
tuna_purse_seines,13.25,0,8.840393215,1,pacific
tuna_purse_seines,44.46666667,0,31.74474339,1,pacific
tuna_purse_seines,13.25,0,256.2710841,0,pacific
tuna_purse_seines,132.65,0,653.8106446,0,atlantic
tuna_purse_seines,93.25,0,1013.915815,1,pacific
tuna_purse_seines,35.38333333,0,450.3209491,0,atlantic
tuna_purse_seines,14.66666667,0,115.3266084,1,atlantic
tuna_purse_seines,14.6,0,359.5368582,0,pacific
tuna_purse_seines,67.3,0,1133.052445,1,pacific
tuna_purse_seines,343.7666667,0,73.39424129,1,indian
tuna_purse_seines,153.15,0,2209.547398,1,atlantic
tuna_purse_seines,91.78333333,0,1085.035436,1,pacific
tuna_purse_seines,14.31666667,0,263.6251218,1,pacific
tuna_purse_seines,23.58333333,0,627.2393056,1,pacific
tuna_purse_seines,504.5166667,0,600.6257732,1,pacific
tuna_purse_seines,46.9,0,241.3659539,1,pacific
tuna_purse_seines,97.26666667,0,1245.33275,1,pacific
tuna_purse_seines,70.55,0,921.1640073,1,pacific
tuna_purse_seines,169.75,0,898.6883273,1,pacific
tuna_purse_seines,191.95,0,1283.338265,1,atlantic
tuna_purse_seines,14.83333333,0,366.0649685,1,pacific
tuna_purse_seines,697.0333333,0,3554.913485,0,pacific
tuna_purse_seines,486.3666667,0,1508.944767,1,pacific
tuna_purse_seines,32.68333333,0,172.8395124,1,pacific
tuna_purse_seines,73.71666667,0,693.3024378,1,pacific
tuna_purse_seines,75.96666667,0,1645.788205,1,indian
tuna_purse_seines,77.13333333,0,636.2434151,1,pacific
tuna_purse_seines,491.0333333,0,3474.584219,0,pacific
tuna_purse_seines,64.65,0,281.3582423,0,atlantic
tuna_purse_seines,227.65,0,677.3349145,0,atlantic
tuna_purse_seines,44.58333333,0,432.612422,0,pacific
tuna_purse_seines,314.2833333,0,676.3165169,1,pacific
tuna_purse_seines,25.8,0,342.404115,1,pacific
tuna_purse_seines,663.55,0,590.6615138,0,atlantic
tuna_purse_seines,344.2,0,373.4313683,1,atlantic
tuna_purse_seines,169.3,0,444.2474287,1,pacific
tuna_purse_seines,12.63333333,0,124.8545024,1,pacific
tuna_purse_seines,77.61666667,0,371.1440139,1,pacific
tuna_purse_seines,29.38333333,0,56.50563139,1,pacific
tuna_purse_seines,12.83333333,0,296.2000764,1,pacific
tuna_purse_seines,15.08333333,0,17.05044721,1,pacific
tuna_purse_seines,37.13333333,0,24.19845777,1,pacific
tuna_purse_seines,15.01666667,0,42.52244949,1,pacific
tuna_purse_seines,82.11666667,0,768.5746139,1,pacific
tuna_purse_seines,22.13333333,0,538.5681712,1,pacific
tuna_purse_seines,15.26666667,0,83.66877206,0,pacific
tuna_purse_seines,189.45,0,96.64985873,0,atlantic
tuna_purse_seines,86.86666667,0,1188.424637,1,pacific
tuna_purse_seines,767.8666667,0,202.8482385,0,pacific
tuna_purse_seines,121.7166667,0,33.96811991,1,pacific
tuna_purse_seines,30.2,0,182.7149205,0,atlantic
tuna_purse_seines,188.4833333,0,1286.90176,0,pacific
tuna_purse_seines,22.53333333,0,177.8111137,0,pacific
tuna_purse_seines,166.9333333,0,539.570853,1,pacific
tuna_purse_seines,410.95,0,632.9883113,1,pacific
tuna_purse_seines,364.85,0,594.8874834,1,pacific
tuna_purse_seines,165.6666667,0,2210.889692,1,pacific
tuna_purse_seines,302.0666667,0,293.4263146,1,pacific
tuna_purse_seines,163.9333333,0,312.2465016,1,pacific
tuna_purse_seines,15.65,0,87.00258339,1,indian
tuna_purse_seines,15.4,0,42.97923617,1,pacific
tuna_purse_seines,31.95,0,283.8112832,1,atlantic
tuna_purse_seines,17.86666667,0,339.9726766,0,pacific
tuna_purse_seines,22.68333333,0,127.9489493,1,pacific
tuna_purse_seines,33.63333333,0,652.3419394,1,atlantic
tuna_purse_seines,13.03333333,0,149.3588259,1,atlantic
tuna_purse_seines,28.85,0,241.9613856,1,pacific
tuna_purse_seines,16.95,0,256.7204574,0,pacific
tuna_purse_seines,60.88333333,0,248.7535849,1,indian
tuna_purse_seines,12.5,0,98.81355976,1,atlantic
tuna_purse_seines,66.83333333,0,146.6343507,0,indian
tuna_purse_seines,15,0,9.836118818,1,pacific
tuna_purse_seines,13.15,0,32.00262293,0,pacific
tuna_purse_seines,29.93333333,0,606.7148582,0,atlantic
tuna_purse_seines,189.45,0,992.9822201,0,pacific
tuna_purse_seines,48.4,0,1119.026416,1,pacific
tuna_purse_seines,17.05,0,320.3459407,1,pacific
tuna_purse_seines,72.7,0,675.9426689,0,pacific
tuna_purse_seines,16.66666667,0,147.3506244,0,pacific
tuna_purse_seines,15.08333333,0,193.1564575,0,pacific
tuna_purse_seines,54.7,0,274.5154178,1,atlantic
tuna_purse_seines,65.96666667,0,891.7950179,0,atlantic
tuna_purse_seines,23.23333333,0,310.6766068,1,pacific
tuna_purse_seines,21.98333333,0,228.5273076,0,indian
tuna_purse_seines,17.56666667,0,64.84929747,0,atlantic
tuna_purse_seines,350.4666667,0,1344.076602,0,atlantic
tuna_purse_seines,404.3333333,0,267.3180958,1,pacific
tuna_purse_seines,40.4,0,357.5041253,1,atlantic
tuna_purse_seines,98.53333333,0,827.7905607,1,atlantic
tuna_purse_seines,192,0,1133.684099,1,pacific
tuna_purse_seines,117.0666667,0,313.2169314,1,pacific
tuna_purse_seines,19.23333333,0,38.2530849,0,pacific
tuna_purse_seines,12.53333333,0,251.1130145,0,pacific
tuna_purse_seines,158.2833333,0,591.4627412,1,pacific
tuna_purse_seines,46.71666667,0,291.3843334,1,pacific
tuna_purse_seines,13.15,0,48.95651346,1,pacific
tuna_purse_seines,46.91666667,0,108.3292545,1,pacific
tuna_purse_seines,334.5333333,0,1133.778825,1,indian
tuna_purse_seines,57.25,0,818.1944748,1,pacific
tuna_purse_seines,1058.6,0,665.929653,0,pacific
tuna_purse_seines,236.9166667,0,1295.883124,1,pacific
tuna_purse_seines,325.9,0,580.9597529,1,atlantic
tuna_purse_seines,107.7333333,0,968.1525312,0,atlantic
tuna_purse_seines,46.68333333,0,340.8263436,1,atlantic
tuna_purse_seines,13.1,0,179.6809637,0,pacific
tuna_purse_seines,156.75,0,1113.330561,1,pacific
tuna_purse_seines,16.53333333,0,196.0075673,0,pacific
tuna_purse_seines,36.48333333,0,405.0089428,1,pacific
tuna_purse_seines,15.63333333,0,123.9735723,1,pacific
tuna_purse_seines,44.13333333,0,158.8021051,1,pacific
tuna_purse_seines,86.65,0,700.8158229,1,indian
tuna_purse_seines,45.35,0,162.2312802,0,atlantic
tuna_purse_seines,17.46666667,0,67.21611561,0,atlantic
tuna_purse_seines,15.28333333,0,269.3623929,1,pacific
tuna_purse_seines,29.26666667,0,108.6231072,1,pacific
tuna_purse_seines,16.1,0,204.3098623,1,atlantic
tuna_purse_seines,148.1666667,0,1341.279175,1,pacific
tuna_purse_seines,112.75,0,223.9753227,1,pacific
tuna_purse_seines,194.3666667,1,873.0979795,0,atlantic
tuna_purse_seines,39.53333333,0,889.7350479,0,atlantic
tuna_purse_seines,99.85,0,1781.513542,1,atlantic
tuna_purse_seines,31.98333333,0,394.6393894,1,atlantic
tuna_purse_seines,132.3333333,0,127.0810492,0,atlantic
tuna_purse_seines,241.5,0,1574.188934,0,indian
tuna_purse_seines,33.9,0,41.86979522,0,pacific
tuna_purse_seines,74.93333333,0,115.9480414,1,pacific
tuna_purse_seines,12.7,0,178.0287937,1,pacific
tuna_purse_seines,39.26666667,0,831.2586796,1,atlantic
tuna_purse_seines,1036.6,0,863.2188935,1,pacific
tuna_purse_seines,14.95,0,144.6713022,0,atlantic
tuna_purse_seines,251.9,0,529.0950704,0,indian
tuna_purse_seines,152.0333333,0,572.807058,1,pacific
tuna_purse_seines,357.5166667,0,568.1658022,0,pacific
tuna_purse_seines,14.33333333,0,115.628678,0,pacific
tuna_purse_seines,17.65,0,320.6611222,1,pacific
tuna_purse_seines,292.1833333,0,1108.450752,0,pacific
tuna_purse_seines,39.86666667,0,437.0458634,1,pacific
tuna_purse_seines,209.0333333,0,1581.855383,1,indian
tuna_purse_seines,58.61666667,0,152.2070477,0,pacific
tuna_purse_seines,36.63333333,0,607.139983,1,atlantic
tuna_purse_seines,265.5833333,0,312.4907537,0,indian
tuna_purse_seines,845.4166667,0,294.0360404,0,pacific
tuna_purse_seines,205.5833333,0,541.325631,0,atlantic
tuna_purse_seines,22.95,0,47.12946187,1,pacific
tuna_purse_seines,46.96666667,0,974.7484321,0,pacific
tuna_purse_seines,37.7,0,254.6692118,1,atlantic
tuna_purse_seines,16.93333333,0,352.7544177,1,pacific
tuna_purse_seines,74.85,0,903.8377164,1,pacific
tuna_purse_seines,115.1666667,0,1550.764739,1,pacific
tuna_purse_seines,28.46666667,0,303.1070757,1,pacific
tuna_purse_seines,24.33333333,0,354.2139279,1,pacific
tuna_purse_seines,91.05,0,830.5371138,0,pacific
tuna_purse_seines,146.3666667,0,3058.64313,1,pacific
tuna_purse_seines,13.91666667,0,40.10572883,1,pacific
tuna_purse_seines,35.55,0,2.067341914,1,pacific
tuna_purse_seines,14.18333333,0,142.9228127,0,indian
tuna_purse_seines,14.35,0,24.30149003,1,atlantic
tuna_purse_seines,13.31666667,0,285.4214964,0,pacific
tuna_purse_seines,65.81666667,0,93.0756231,1,pacific
tuna_purse_seines,14.08333333,0,94.89789637,1,pacific
tuna_purse_seines,136,0,291.122591,1,pacific
tuna_purse_seines,35.86666667,0,605.7797755,0,atlantic
tuna_purse_seines,69.15,0,159.4165564,1,pacific
tuna_purse_seines,637,0,1905.837962,1,atlantic
tuna_purse_seines,61.73333333,0,290.85642,1,pacific
tuna_purse_seines,189.1333333,0,1069.228252,1,pacific
tuna_purse_seines,275.0166667,0,439.7614907,0,indian
tuna_purse_seines,118.6166667,0,1193.172634,1,pacific
tuna_purse_seines,21.98333333,0,63.16348902,1,pacific
tuna_purse_seines,65.06666667,0,347.6163019,0,pacific
tuna_purse_seines,362.8833333,0,488.1919157,1,pacific
tuna_purse_seines,15.5,0,261.6874032,1,atlantic
tuna_purse_seines,57.33333333,0,282.1517338,1,pacific
tuna_purse_seines,20.51666667,0,219.8671173,1,atlantic
tuna_purse_seines,14.3,0,145.553219,1,atlantic
tuna_purse_seines,25.68333333,0,359.5430998,1,pacific
tuna_purse_seines,21.1,0,345.0524465,0,pacific
tuna_purse_seines,38.03333333,0,296.7940529,1,pacific
tuna_purse_seines,13.23333333,0,103.7150849,0,atlantic
tuna_purse_seines,22.05,0,404.3966376,1,pacific
tuna_purse_seines,14.35,0,78.75832227,0,pacific
tuna_purse_seines,13.58333333,0,89.77397822,1,atlantic
tuna_purse_seines,134.5166667,0,229.1043614,0,pacific
tuna_purse_seines,57.88333333,0,424.204287,1,pacific
tuna_purse_seines,12.05,0,81.86059644,1,pacific
tuna_purse_seines,254.3166667,0,457.3827528,1,indian
tuna_purse_seines,14.08333333,0,197.8748259,1,atlantic
tuna_purse_seines,164.2166667,0,415.5507606,1,atlantic
tuna_purse_seines,471.7,0,3482.489289,1,pacific
tuna_purse_seines,395.8833333,0,3868.312256,0,pacific
tuna_purse_seines,133.0333333,0,247.6066992,1,pacific
tuna_purse_seines,752.9166667,0,637.4008008,1,atlantic
tuna_purse_seines,18.08333333,0,76.24216165,1,pacific
tuna_purse_seines,12.08333333,0,166.3687915,0,atlantic
tuna_purse_seines,37.9,0,97.49578708,1,atlantic
tuna_purse_seines,69.15,0,721.034698,1,pacific
tuna_purse_seines,46.76666667,0,76.38306442,1,pacific
tuna_purse_seines,868.9833333,0,5286.750622,0,pacific
tuna_purse_seines,30,0,279.3687297,0,atlantic
tuna_purse_seines,14.56666667,0,5.191252168,1,pacific
tuna_purse_seines,12.6,0,235.9367427,0,atlantic
tuna_purse_seines,17.03333333,0,291.1232697,1,pacific
tuna_purse_seines,252.8833333,0,1492.524379,1,atlantic
tuna_purse_seines,179.95,0,521.0819906,0,indian
tuna_purse_seines,56.73333333,0,680.2921093,0,atlantic
tuna_purse_seines,40.51666667,0,862.1613966,0,pacific
tuna_purse_seines,20.81666667,0,176.6806902,1,pacific
tuna_purse_seines,49.46666667,0,577.0534572,1,pacific
tuna_purse_seines,13.76666667,0,331.7912802,0,pacific
tuna_purse_seines,25.08333333,0,368.0896587,1,pacific
tuna_purse_seines,412.4666667,0,1549.537834,1,pacific
tuna_purse_seines,17.25,0,162.3658141,1,pacific
tuna_purse_seines,32.95,0,106.0522124,0,atlantic
tuna_purse_seines,69.61666667,0,1191.239188,0,pacific
tuna_purse_seines,12.81666667,0,70.29765335,1,pacific
tuna_purse_seines,102.6166667,0,942.2595724,0,pacific
tuna_purse_seines,829.0666667,0,1388.207015,1,pacific
tuna_purse_seines,95.43333333,0,1419.775521,0,atlantic
tuna_purse_seines,40.1,0,241.7040209,0,pacific
tuna_purse_seines,103.5166667,0,1122.294037,1,indian
tuna_purse_seines,66.55,0,1139.945829,0,indian
tuna_purse_seines,51.4,0,120.986271,1,pacific
tuna_purse_seines,85.06666667,0,59.84486425,1,atlantic
tuna_purse_seines,97.98333333,0,161.5177133,1,pacific
tuna_purse_seines,48.75,0,40.498243,0,pacific
tuna_purse_seines,562.85,0,383.5769566,1,pacific
tuna_purse_seines,21.71666667,0,282.4556833,1,pacific
tuna_purse_seines,12.1,0,128.3874295,1,pacific
tuna_purse_seines,1019.933333,0,2093.54576,0,pacific
tuna_purse_seines,188.1,0,1327.483815,0,pacific
tuna_purse_seines,15.3,0,125.1278549,0,indian
tuna_purse_seines,276.15,0,3349.641755,0,pacific
tuna_purse_seines,89.78333333,0,485.5944455,1,pacific
tuna_purse_seines,21.63333333,0,16.36780709,1,pacific
tuna_purse_seines,82.05,0,1064.437988,0,atlantic
tuna_purse_seines,101.0666667,0,1461.834735,0,atlantic
tuna_purse_seines,106.15,0,869.2553824,0,atlantic
tuna_purse_seines,748.9166667,0,578.4475369,1,atlantic
tuna_purse_seines,598.2833333,0,324.503523,1,indian
tuna_purse_seines,409.9666667,0,6130.865269,0,pacific
tuna_purse_seines,40.71666667,0,321.5430601,1,atlantic
tuna_purse_seines,270.6333333,0,865.4384588,0,pacific
tuna_purse_seines,13.63333333,0,17.61707005,1,pacific
tuna_purse_seines,68.35,0,484.7417712,1,pacific
tuna_purse_seines,638.6166667,0,785.013225,1,atlantic
tuna_purse_seines,774.6333333,0,1713.831848,0,pacific
tuna_purse_seines,19.8,0,31.40892196,1,atlantic
tuna_purse_seines,24.23333333,0,272.2131705,1,atlantic
tuna_purse_seines,14.66666667,0,269.5626597,0,pacific
tuna_purse_seines,428.4833333,0,1579.248002,0,pacific
tuna_purse_seines,25.48333333,0,290.9018326,0,atlantic
tuna_purse_seines,29.8,0,103.8894274,1,atlantic
tuna_purse_seines,373.3333333,0,2011.61622,0,pacific
tuna_purse_seines,184.7,0,551.2056032,1,pacific
tuna_purse_seines,81.13333333,0,446.1196616,1,atlantic
tuna_purse_seines,24.41666667,1,285.9256326,0,atlantic
tuna_purse_seines,30.93333333,0,329.6060103,1,pacific
tuna_purse_seines,14.53333333,0,347.0286547,1,pacific
tuna_purse_seines,37.95,0,514.7079236,1,indian
tuna_purse_seines,159.0166667,0,369.2923753,1,pacific
tuna_purse_seines,29.73333333,0,156.3285554,1,pacific
tuna_purse_seines,404.3333333,0,744.4785015,1,atlantic
tuna_purse_seines,432.75,0,732.9436698,0,indian
tuna_purse_seines,13.86666667,0,98.41618088,1,indian
tuna_purse_seines,55.6,0,1295.165858,0,pacific
tuna_purse_seines,55.85,0,693.8945776,0,atlantic
tuna_purse_seines,23.18333333,0,404.7990896,1,pacific
tuna_purse_seines,277.0666667,0,694.8584475,1,pacific
tuna_purse_seines,36.78333333,0,564.1718324,1,pacific
tuna_purse_seines,24.26666667,0,15.20008468,0,pacific
tuna_purse_seines,85.93333333,0,246.5800911,1,atlantic
tuna_purse_seines,35.31666667,0,176.4642726,1,atlantic
tuna_purse_seines,357.75,0,845.0379691,1,indian
tuna_purse_seines,419.5,0,1097.682037,1,pacific
tuna_purse_seines,77.73333333,0,324.2138304,1,pacific
tuna_purse_seines,69.85,0,112.6396791,1,pacific
tuna_purse_seines,37.45,0,338.9492453,0,indian
tuna_purse_seines,13.35,0,111.7919828,0,pacific
tuna_purse_seines,13.8,0,98.29446906,1,indian
tuna_purse_seines,269.65,0,5878.8024,0,pacific
tuna_purse_seines,15.31666667,0,160.1634665,1,pacific
tuna_purse_seines,121.4833333,0,484.8558115,0,atlantic
tuna_purse_seines,14.33333333,0,130.6773419,0,pacific
tuna_purse_seines,48.3,0,1249.805418,1,pacific
tuna_purse_seines,52.38333333,0,12.03439003,0,pacific
tuna_purse_seines,13.15,0,187.7012833,1,atlantic
tuna_purse_seines,134.95,0,786.652818,0,atlantic
tuna_purse_seines,708.1166667,0,256.9286466,1,indian
tuna_purse_seines,156.2,0,542.527006,1,pacific
tuna_purse_seines,14.91666667,0,22.55408017,1,pacific
tuna_purse_seines,138,0,302.9982581,1,pacific
tuna_purse_seines,12.88333333,0,133.3767395,0,pacific
tuna_purse_seines,905.6166667,0,252.2079267,1,pacific
tuna_purse_seines,15.7,0,292.1931134,1,pacific
tuna_purse_seines,18.78333333,0,66.34272319,0,pacific
tuna_purse_seines,50.05,0,1139.021496,0,pacific
tuna_purse_seines,20.55,0,79.09578122,0,atlantic
tuna_purse_seines,639.2333333,0,2319.986701,0,pacific
tuna_purse_seines,756.4166667,0,1853.331575,1,pacific
tuna_purse_seines,332.6333333,0,595.4787806,1,pacific
tuna_purse_seines,26.8,0,474.9919678,1,pacific
tuna_purse_seines,301.4833333,0,511.6819875,0,pacific
tuna_purse_seines,131.0166667,0,108.8351109,0,atlantic
tuna_purse_seines,38.2,0,296.8794505,0,atlantic
tuna_purse_seines,63.33333333,0,170.9144386,1,pacific
tuna_purse_seines,16.81666667,0,13.54348742,1,pacific
tuna_purse_seines,71.23333333,0,546.3968016,0,atlantic
tuna_purse_seines,217.6166667,0,488.731568,1,pacific
tuna_purse_seines,40.38333333,0,143.1646887,0,atlantic
tuna_purse_seines,88.56666667,0,309.0356745,1,pacific
tuna_purse_seines,301.8166667,0,865.5214824,0,atlantic
tuna_purse_seines,168.2833333,0,141.3160134,1,atlantic
tuna_purse_seines,76.66666667,0,927.5125303,1,atlantic
tuna_purse_seines,15.8,0,30.50783869,0,pacific
tuna_purse_seines,114.2,0,573.1699026,1,pacific
tuna_purse_seines,30.28333333,0,12.72430953,1,pacific
tuna_purse_seines,17.48333333,0,20.87191956,1,pacific
tuna_purse_seines,41.43333333,0,253.0161392,1,atlantic
tuna_purse_seines,32.23333333,0,135.3578587,0,atlantic
tuna_purse_seines,20.28333333,0,12.5996936,1,pacific
tuna_purse_seines,25.21666667,0,197.0725251,0,pacific
tuna_purse_seines,46.76666667,0,564.3316627,0,indian
tuna_purse_seines,189.5833333,0,1963.776002,0,atlantic
tuna_purse_seines,56.28333333,0,696.5384413,1,pacific
tuna_purse_seines,431.8333333,0,1434.135792,1,pacific
tuna_purse_seines,100.2333333,0,96.72664567,1,pacific
tuna_purse_seines,110.1333333,0,2490.842304,0,atlantic
tuna_purse_seines,182.1666667,0,132.4237086,1,atlantic
tuna_purse_seines,112.45,0,326.7936954,1,pacific
tuna_purse_seines,131.8666667,0,784.0404033,1,pacific
tuna_purse_seines,15.3,0,325.4147963,0,pacific
tuna_purse_seines,110.7333333,0,196.3592639,1,pacific
tuna_purse_seines,195.3166667,0,458.0299101,1,pacific
tuna_purse_seines,53.83333333,0,1052.175824,1,pacific
tuna_purse_seines,12.25,0,177.9298841,0,indian
tuna_purse_seines,20.21666667,0,182.1445706,1,pacific
tuna_purse_seines,16.26666667,0,283.9507496,1,pacific
tuna_purse_seines,39.63333333,0,19.72054936,0,pacific
tuna_purse_seines,170.9833333,0,555.5438528,1,atlantic
tuna_purse_seines,652.3333333,0,409.412492,1,pacific
tuna_purse_seines,492.6666667,0,4173.195444,0,pacific
tuna_purse_seines,831.4166667,0,212.4305599,1,pacific
tuna_purse_seines,453.4666667,0,492.0359206,1,atlantic
tuna_purse_seines,53.45,0,108.5972665,0,pacific
tuna_purse_seines,17.9,0,27.69217805,0,pacific
tuna_purse_seines,74.95,0,89.44435009,1,pacific
tuna_purse_seines,13.48333333,0,254.729456,1,atlantic
tuna_purse_seines,27.4,0,453.8549405,1,pacific
tuna_purse_seines,18.25,0,348.0127197,1,pacific
tuna_purse_seines,288.7,0,158.4779744,1,atlantic
tuna_purse_seines,20.25,0,32.53521636,1,pacific
tuna_purse_seines,14.91666667,0,19.34792733,1,pacific
tuna_purse_seines,19.66666667,0,55.22529451,0,atlantic
tuna_purse_seines,71.83333333,0,414.0517114,1,indian
tuna_purse_seines,13.01666667,0,39.92019918,0,atlantic
tuna_purse_seines,66,0,814.3405247,1,pacific
tuna_purse_seines,16.46666667,0,343.6057949,1,pacific
tuna_purse_seines,38.2,0,445.446716,0,atlantic
tuna_purse_seines,30.51666667,0,158.7284032,1,atlantic
tuna_purse_seines,66.65,0,199.2231502,0,pacific
tuna_purse_seines,24.78333333,0,300.370032,1,pacific
tuna_purse_seines,174.3833333,0,678.5223635,0,pacific
tuna_purse_seines,313.5333333,0,309.1066674,1,pacific
tuna_purse_seines,552.3833333,0,2424.512779,1,pacific
tuna_purse_seines,181.4333333,0,470.6890254,1,atlantic
tuna_purse_seines,28.43333333,0,19.95135333,0,pacific
tuna_purse_seines,21.08333333,0,55.49173795,1,pacific
tuna_purse_seines,145.2833333,0,272.4434638,0,indian
tuna_purse_seines,94.53333333,0,78.90462411,0,pacific
tuna_purse_seines,180.4333333,0,2484.757972,1,pacific
tuna_purse_seines,45.3,0,208.0460824,1,pacific
tuna_purse_seines,96,0,194.0121683,1,indian
tuna_purse_seines,33.36666667,0,533.6711786,1,pacific
tuna_purse_seines,37.05,0,668.3544344,0,atlantic
tuna_purse_seines,60.8,0,424.6509561,0,atlantic
tuna_purse_seines,1263.883333,0,1681.890486,0,pacific
tuna_purse_seines,119.8,0,1967.709732,0,atlantic
tuna_purse_seines,216.25,0,1651.526957,1,atlantic
tuna_purse_seines,28.96666667,0,416.5710971,0,indian
tuna_purse_seines,13.78333333,0,45.85077157,1,atlantic
tuna_purse_seines,29.55,0,202.0541995,1,atlantic
tuna_purse_seines,17.98333333,0,210.7596691,0,pacific
tuna_purse_seines,12.43333333,0,180.8223107,1,pacific
tuna_purse_seines,12.25,0,229.4803809,0,pacific
tuna_purse_seines,19.3,0,31.46091844,0,pacific
tuna_purse_seines,14.68333333,0,47.82441476,1,atlantic
tuna_purse_seines,13.3,0,45.43545931,0,pacific
tuna_purse_seines,41.66666667,0,329.6794222,1,pacific
tuna_purse_seines,12.21666667,0,202.7510481,1,atlantic
