vessel_class,gap_hours,iuu_caught,spherical_distances,eez_check,Ocean List New whose false were in OG
squid_jigger,322.7333333,0,5104.031546,0,pacific
squid_jigger,13.25,0,177.8845957,0,pacific
squid_jigger,14.86666667,0,18.58757822,0,pacific
squid_jigger,12.56666667,0,11.07936797,0,atlantic
squid_jigger,111.2,0,15.84957471,0,atlantic
squid_jigger,15.33333333,0,13.59006186,0,atlantic
squid_jigger,16,0,18.4584299,0,atlantic
squid_jigger,21.38333333,0,216.0079854,0,pacific
squid_jigger,15.48333333,0,15.11095301,0,atlantic
squid_jigger,12.23333333,0,16.74450278,0,atlantic
squid_jigger,25.56666667,0,18.32944178,0,atlantic
squid_jigger,46.13333333,0,11.23618231,0,atlantic
squid_jigger,118.2666667,0,220.3932717,0,pacific
squid_jigger,13.1,0,0.555430997,0,pacific
squid_jigger,76.48333333,0,115.6275727,0,pacific
squid_jigger,49.25,0,1.952228012,0,atlantic
squid_jigger,115.8166667,0,83.02883507,0,pacific
squid_jigger,14.71666667,0,7.306447545,0,pacific
squid_jigger,18.31666667,0,36.58667461,0,atlantic
squid_jigger,26.41666667,0,4.239265381,0,atlantic
squid_jigger,44.08333333,0,36.86222386,0,pacific
squid_jigger,45.81666667,0,10.42126736,0,atlantic
squid_jigger,23.56666667,0,137.0400241,0,pacific
squid_jigger,44.38333333,0,14.69390444,0,atlantic
squid_jigger,49.05,0,140.6209232,0,pacific
squid_jigger,48.11666667,0,199.0514375,0,pacific
squid_jigger,13.51666667,0,70.34056847,1,pacific
squid_jigger,18.61666667,0,4.875741492,0,atlantic
squid_jigger,12,0,63.57660145,0,pacific
squid_jigger,14.01666667,0,2.091965978,0,atlantic
squid_jigger,15.85,0,14.44049838,0,atlantic
squid_jigger,19.28333333,0,20.41973332,0,atlantic
squid_jigger,42.31666667,0,37.56290763,0,atlantic
squid_jigger,13.26666667,0,7.376121388,0,atlantic
squid_jigger,157.5,0,76.12154954,0,atlantic
squid_jigger,21.93333333,0,25.81242734,0,atlantic
squid_jigger,14.6,0,21.38276332,0,atlantic
squid_jigger,30.91666667,0,29.45007011,0,pacific
squid_jigger,17.5,0,37.49254247,0,atlantic
squid_jigger,28.25,0,107.9514019,0,pacific
squid_jigger,23.16666667,0,10.43760056,0,atlantic
squid_jigger,49.9,0,49.59341031,0,atlantic
squid_jigger,912.8333333,0,16993.66546,0,pacific
squid_jigger,51.75,0,105.5644443,0,pacific
squid_jigger,46.3,0,1.863849383,0,atlantic
squid_jigger,15.66666667,0,11.3020734,0,pacific
squid_jigger,12.1,0,10.68922392,0,pacific
squid_jigger,23.4,0,15.08736175,0,pacific
squid_jigger,16.43333333,0,81.48068834,0,pacific
squid_jigger,907.3166667,0,51.06850186,0,atlantic
squid_jigger,139.75,0,280.9758405,0,pacific
squid_jigger,21.61666667,0,34.02670843,0,pacific
squid_jigger,68.4,0,254.900132,0,pacific
squid_jigger,25.01666667,0,14.72098422,0,atlantic
squid_jigger,13.53333333,0,39.22286297,0,atlantic
squid_jigger,260.9166667,0,10.54608372,0,atlantic
squid_jigger,15,0,54.10023156,0,pacific
squid_jigger,12.16666667,0,21.79406929,0,pacific
squid_jigger,34.56666667,0,25.5382953,0,atlantic
squid_jigger,17.8,0,5.002257216,0,atlantic
squid_jigger,35.45,0,599.1735846,0,indian
squid_jigger,27.8,0,119.0009211,0,atlantic
squid_jigger,305.7666667,0,363.1707166,0,pacific
squid_jigger,18.46666667,0,4.949816375,0,atlantic
squid_jigger,61.66666667,0,1223.823242,0,pacific
squid_jigger,419.35,0,363.7043878,0,pacific
squid_jigger,341.7833333,0,998.8663806,0,pacific
squid_jigger,864.6833333,0,43.0186555,0,atlantic
squid_jigger,28.68333333,0,11.8794996,0,pacific
squid_jigger,42.03333333,0,111.2381574,0,pacific
squid_jigger,13.46666667,0,292.7461116,0,pacific
squid_jigger,13.33333333,0,75.59312896,0,pacific
squid_jigger,15.36666667,0,62.75069701,0,pacific
squid_jigger,94.65,0,62.74344474,0,atlantic
squid_jigger,14.25,0,23.16549322,0,pacific
squid_jigger,1951.733333,0,461.3157863,0,pacific
squid_jigger,15.08333333,0,91.66499934,0,atlantic
squid_jigger,27.6,0,13.31581973,0,pacific
squid_jigger,13.68333333,0,9.87966796,0,atlantic
squid_jigger,43.86666667,0,182.6850803,0,pacific
squid_jigger,123.3666667,0,82.54838176,0,atlantic
squid_jigger,15.76666667,0,27.5439135,0,pacific
squid_jigger,119.8666667,0,165.1814758,0,pacific
squid_jigger,60,0,40.71156734,0,pacific
squid_jigger,22.93333333,0,116.9839434,0,pacific
squid_jigger,163.1666667,0,187.1200067,0,pacific
squid_jigger,65.5,0,64.61122493,0,pacific
squid_jigger,111.0833333,0,258.3260333,0,pacific
squid_jigger,194.1333333,0,202.4668093,0,pacific
squid_jigger,27.9,0,246.0705089,0,pacific
squid_jigger,18.05,0,35.58868475,0,atlantic
squid_jigger,25.18333333,0,10.16775204,0,pacific
squid_jigger,33.83333333,0,20.26525829,0,pacific
squid_jigger,28.38333333,0,75.20105516,0,pacific
squid_jigger,973.15,0,672.7011524,0,pacific
squid_jigger,61.66666667,0,109.1817994,0,pacific
squid_jigger,39.08333333,0,194.7262777,0,pacific
squid_jigger,43.21666667,0,69.81029316,0,pacific
squid_jigger,115.15,0,294.7120504,0,pacific
squid_jigger,17.95,0,25.44792945,0,pacific
squid_jigger,17.11666667,0,11.57847212,0,pacific
squid_jigger,1364.483333,0,2513.080339,0,atlantic
squid_jigger,44.7,0,54.375287,0,pacific
squid_jigger,20.6,0,15.11128489,0,atlantic
squid_jigger,101.6833333,0,182.9370311,0,pacific
squid_jigger,14.63333333,0,185.0476804,1,atlantic
squid_jigger,33.33333333,0,8.705202096,0,atlantic
squid_jigger,27.2,0,96.85881092,0,indian
squid_jigger,146.05,0,30.63988124,0,indian
squid_jigger,57.15,0,80.29064918,0,pacific
squid_jigger,35.88333333,0,163.1944421,0,pacific
squid_jigger,12.03333333,0,3.357061788,0,pacific
squid_jigger,53.95,0,75.97677387,0,atlantic
squid_jigger,35.68333333,0,112.401112,0,atlantic
squid_jigger,21.05,0,12.32004697,0,pacific
squid_jigger,19.21666667,0,103.628595,0,pacific
squid_jigger,15.45,0,9.782751553,0,pacific
squid_jigger,20.05,0,126.3015139,0,pacific
squid_jigger,18.56666667,0,9.607229952,0,atlantic
squid_jigger,45.15,0,11.10535098,0,atlantic
squid_jigger,14.03333333,0,9.211999437,0,pacific
squid_jigger,78.01666667,0,39.33406354,0,pacific
squid_jigger,34.18333333,0,50.96029462,0,pacific
squid_jigger,124.25,0,2441.48224,0,atlantic
squid_jigger,44.15,0,851.8499267,0,atlantic
squid_jigger,14.1,0,43.69751557,0,atlantic
squid_jigger,13.96666667,0,23.81700272,0,pacific
squid_jigger,12.18333333,0,38.91987709,0,pacific
squid_jigger,23.31666667,0,20.88385058,0,pacific
squid_jigger,14.55,0,7.418891584,0,atlantic
squid_jigger,19.7,0,23.41758583,0,pacific
squid_jigger,16.23333333,0,79.07930982,0,pacific
squid_jigger,13.25,0,17.45905005,0,indian
squid_jigger,68.21666667,0,21.62642744,0,pacific
squid_jigger,33.78333333,0,57.76159765,0,atlantic
squid_jigger,17.8,0,5.904109763,0,atlantic
squid_jigger,27.33333333,0,6.586862256,0,pacific
squid_jigger,25.76666667,0,38.14935311,0,atlantic
squid_jigger,12.23333333,0,14.74391996,0,pacific
squid_jigger,16.51666667,0,47.91729039,0,pacific
squid_jigger,15.03333333,0,32.21518305,0,pacific
squid_jigger,12.56666667,0,10.31156016,0,pacific
squid_jigger,12.61666667,0,3.141206322,0,pacific
squid_jigger,16.13333333,0,57.13719342,0,pacific
squid_jigger,37.85,0,101.2623862,0,pacific
squid_jigger,20.51666667,0,29.01077178,0,pacific
squid_jigger,12.68333333,0,191.2733715,0,pacific
squid_jigger,15.51666667,0,10.37549002,0,atlantic
squid_jigger,13.88333333,0,8.163580008,0,atlantic
squid_jigger,12.21666667,0,19.10727842,0,pacific
squid_jigger,13.5,0,11.11679449,0,pacific
squid_jigger,13.85,0,101.7794113,0,pacific
squid_jigger,32.26666667,0,95.16714359,0,pacific
squid_jigger,16.63333333,0,8.058109853,0,pacific
squid_jigger,19.8,0,306.2603228,1,pacific
squid_jigger,41.4,0,4.749701119,0,pacific
squid_jigger,12.61666667,0,39.73989397,0,pacific
squid_jigger,24.48333333,0,17.77178295,0,atlantic
squid_jigger,470.05,0,58.77134128,0,atlantic
squid_jigger,770.2333333,0,30.13710846,0,pacific
squid_jigger,16.88333333,0,32.64815996,0,pacific
squid_jigger,2075.616667,0,2931.23962,0,pacific
squid_jigger,33.46666667,0,29.99637259,0,atlantic
squid_jigger,27.46666667,0,456.4012553,0,pacific
squid_jigger,19.61666667,0,204.8727891,0,pacific
squid_jigger,22.63333333,0,11.24090474,0,pacific
squid_jigger,22.5,0,8.812694628,0,pacific
squid_jigger,21.86666667,0,7.127148013,0,pacific
squid_jigger,15.9,0,5.739101002,0,pacific
squid_jigger,38.21666667,0,212.5560475,0,pacific
squid_jigger,22.4,0,7.491032414,0,pacific
squid_jigger,35.48333333,0,10.52213476,0,pacific
squid_jigger,45.3,0,8.709100467,0,atlantic
squid_jigger,15.45,0,25.3061947,0,atlantic
squid_jigger,13.83333333,0,76.55273818,0,pacific
squid_jigger,12.7,0,95.9669867,0,pacific
squid_jigger,13.53333333,0,8.004525627,0,pacific
squid_jigger,15.25,0,3.859019493,0,atlantic
squid_jigger,16.48333333,0,19.41813341,0,pacific
squid_jigger,12.15,0,33.11452185,0,pacific
squid_jigger,30.85,0,79.4211511,0,pacific
squid_jigger,18.08333333,0,38.60824515,0,pacific
squid_jigger,12.33333333,0,1.154839221,0,atlantic
squid_jigger,12.66666667,0,169.0906737,0,atlantic
squid_jigger,12.3,0,9.264804361,0,pacific
squid_jigger,12.2,0,175.2646864,0,pacific
squid_jigger,19.88333333,0,14.02108713,0,pacific
squid_jigger,14.05,0,15.92198126,0,pacific
squid_jigger,14.8,0,14.71824349,0,pacific
squid_jigger,18.1,0,256.3553684,0,pacific
squid_jigger,19.45,0,14.91345798,0,atlantic
squid_jigger,38.96666667,0,7.759285669,0,atlantic
squid_jigger,72.4,0,210.2834312,0,pacific
squid_jigger,19.98333333,0,37.82064482,0,pacific
squid_jigger,39.75,0,54.02026488,0,atlantic
squid_jigger,53.15,0,43.98565008,0,atlantic
squid_jigger,16.33333333,0,282.0141944,0,pacific
squid_jigger,19.56666667,0,5.497370952,0,atlantic
squid_jigger,21.35,0,36.45573851,0,pacific
squid_jigger,16.98333333,0,178.216222,0,pacific
squid_jigger,19.16666667,0,14.59703557,0,atlantic
squid_jigger,59.83333333,0,34.52879212,0,pacific
squid_jigger,44.78333333,0,21.17098766,0,pacific
squid_jigger,15.31666667,0,5.581363348,0,pacific
squid_jigger,91.41666667,0,126.7443588,0,pacific
squid_jigger,66.25,0,83.99434498,0,pacific
squid_jigger,18.53333333,0,14.81384216,0,pacific
squid_jigger,18,0,10.16432662,0,atlantic
squid_jigger,44.43333333,0,143.4270982,0,pacific
squid_jigger,25.33333333,0,79.63312062,0,pacific
squid_jigger,71.18333333,0,110.1904872,0,atlantic
squid_jigger,13.46666667,0,6.441963979,0,atlantic
squid_jigger,26.46666667,0,9.474652118,0,atlantic
squid_jigger,70.85,0,20.52788576,0,atlantic
squid_jigger,22.33333333,0,186.1437414,0,pacific
squid_jigger,12,0,9.092006989,0,pacific
squid_jigger,14.1,0,9.339499122,0,atlantic
squid_jigger,15.75,0,70.74875692,0,pacific
squid_jigger,13.6,0,7.565602507,0,pacific
squid_jigger,35.01666667,0,29.30448512,0,pacific
squid_jigger,20.8,0,10.76625735,0,pacific
squid_jigger,46.26666667,0,18.05999838,0,pacific
squid_jigger,15.43333333,0,8.415602945,0,pacific
squid_jigger,16.65,0,3.744488232,0,pacific
squid_jigger,25.58333333,0,24.9546977,0,pacific
squid_jigger,16.6,0,46.63534232,0,atlantic
squid_jigger,19.61666667,0,1.926016507,0,pacific
squid_jigger,20.48333333,0,12.49598176,0,pacific
squid_jigger,23.45,0,60.37954604,0,pacific
squid_jigger,12.38333333,0,15.06402027,0,pacific
squid_jigger,69.31666667,0,404.0719342,0,pacific
squid_jigger,15.61666667,0,13.04515492,0,atlantic
squid_jigger,18.28333333,0,25.2410318,0,atlantic
squid_jigger,42.38333333,0,21.04788667,0,atlantic
squid_jigger,92.76666667,0,30.24513816,0,atlantic
squid_jigger,37.63333333,0,76.85088127,0,atlantic
squid_jigger,39.11666667,0,6.78392051,0,atlantic
squid_jigger,16.11666667,0,1.005438324,0,atlantic
squid_jigger,19.9,0,18.49496073,0,pacific
squid_jigger,20.38333333,0,39.24328168,0,pacific
squid_jigger,30.13333333,0,157.2661346,0,pacific
squid_jigger,17.2,0,109.1195075,0,pacific
squid_jigger,32,0,51.89415965,0,pacific
squid_jigger,19.13333333,0,15.07297129,0,pacific
squid_jigger,19.66666667,0,60.16407405,0,pacific
squid_jigger,20.8,0,139.3768372,0,pacific
squid_jigger,28.48333333,0,9.94222831,0,pacific
squid_jigger,12.16666667,0,46.91181028,0,pacific
squid_jigger,12.71666667,0,198.3985021,0,pacific
squid_jigger,45.56666667,0,35.73816237,0,pacific
squid_jigger,13.35,0,17.04717254,0,pacific
squid_jigger,12.15,0,75.62299703,0,pacific
squid_jigger,15.08333333,0,13.32216396,0,pacific
squid_jigger,42.05,0,197.8456033,0,pacific
squid_jigger,25.18333333,0,0.718260241,0,pacific
squid_jigger,17.93333333,0,41.28419572,0,pacific
squid_jigger,17.51666667,0,10.59355039,0,pacific
squid_jigger,22.26666667,0,135.5430479,0,pacific
squid_jigger,20.86666667,0,16.94305047,0,pacific
squid_jigger,13.96666667,0,4.770295946,0,pacific
squid_jigger,14.43333333,0,11.17386056,0,pacific
squid_jigger,18.75,0,1.87627987,0,pacific
squid_jigger,14.95,0,12.27357859,0,pacific
squid_jigger,19.61666667,0,73.75731733,0,pacific
squid_jigger,15.05,0,9.23130482,0,pacific
squid_jigger,12.2,0,4.461029067,0,pacific
squid_jigger,40.1,0,160.0802764,0,pacific
squid_jigger,16.88333333,0,19.20100863,0,atlantic
squid_jigger,13.06666667,0,8.231585265,0,pacific
squid_jigger,26.46666667,0,26.17921288,0,pacific
squid_jigger,18.53333333,0,39.38877029,0,pacific
squid_jigger,25.45,0,13.32604428,0,pacific
squid_jigger,15.33333333,0,22.96207775,0,atlantic
squid_jigger,44.23333333,0,77.37948687,0,atlantic
squid_jigger,17.58333333,0,125.4652907,0,pacific
squid_jigger,12.85,0,14.38092223,0,atlantic
squid_jigger,22.1,0,2.595948321,0,atlantic
squid_jigger,29.96666667,0,22.14436624,0,atlantic
squid_jigger,28.21666667,0,91.62852882,0,atlantic
squid_jigger,14.36666667,0,9.288397102,0,atlantic
squid_jigger,71.38333333,0,4.63696166,0,atlantic
squid_jigger,13.88333333,0,20.69834058,0,pacific
squid_jigger,43.28333333,0,145.0429588,0,pacific
squid_jigger,16.66666667,0,32.74584659,0,pacific
squid_jigger,12.26666667,0,71.10792949,0,pacific
squid_jigger,12.31666667,0,17.68711874,0,pacific
squid_jigger,13.58333333,0,18.90169453,0,atlantic
squid_jigger,16.16666667,0,16.31821085,0,atlantic
squid_jigger,29.78333333,0,50.5020719,0,pacific
squid_jigger,32.8,0,53.74860079,0,pacific
squid_jigger,12.88333333,0,41.7056983,0,atlantic
squid_jigger,15.71666667,0,40.14964617,0,pacific
squid_jigger,23.91666667,0,11.30781134,0,pacific
squid_jigger,48.7,0,10.08229605,0,pacific
squid_jigger,183.7666667,0,110.0859985,0,atlantic
squid_jigger,20.65,0,134.3538383,0,pacific
squid_jigger,130.3333333,0,363.6180331,0,pacific
squid_jigger,86.1,0,28.36529101,0,atlantic
squid_jigger,22.03333333,0,67.39057038,0,atlantic
squid_jigger,17.26666667,0,14.03990864,0,atlantic
squid_jigger,17.16666667,0,15.92713676,0,pacific
squid_jigger,51.88333333,0,23.02413879,0,pacific
squid_jigger,67.6,0,77.27883665,0,pacific
squid_jigger,40.7,0,303.0860139,0,pacific
squid_jigger,34.38333333,0,34.68367754,0,pacific
squid_jigger,17.65,0,23.66849931,0,pacific
squid_jigger,13.61666667,0,234.4721089,0,pacific
squid_jigger,14.15,0,9.694362543,0,pacific
squid_jigger,17.1,0,12.04997854,0,pacific
squid_jigger,17.86666667,0,53.60219481,0,pacific
squid_jigger,2040.916667,0,3046.604702,0,pacific
squid_jigger,12.2,0,108.7405322,0,pacific
squid_jigger,38.75,0,12.27122476,0,atlantic
squid_jigger,28.26666667,0,55.9541291,0,pacific
squid_jigger,14.18333333,0,22.87001321,0,pacific
squid_jigger,18.13333333,0,15.98582704,0,atlantic
squid_jigger,17.55,0,4.925003386,0,atlantic
squid_jigger,33.26666667,0,50.56524022,0,pacific
squid_jigger,29.1,0,40.0419671,0,atlantic
squid_jigger,21.46666667,0,297.6477763,0,pacific
squid_jigger,12.3,0,23.46900836,0,pacific
squid_jigger,15.96666667,0,19.28052535,0,atlantic
squid_jigger,13.13333333,0,8.946855909,0,pacific
squid_jigger,12.95,0,163.8374991,0,atlantic
squid_jigger,15.91666667,0,95.34625243,0,pacific
squid_jigger,21.68333333,0,111.5351068,0,atlantic
squid_jigger,16.31666667,0,35.50079893,0,pacific
squid_jigger,15.45,0,117.5591736,0,pacific
squid_jigger,21.56666667,0,44.1429633,0,atlantic
squid_jigger,73.9,0,327.8000894,0,pacific
squid_jigger,15.13333333,0,146.1106312,0,pacific
squid_jigger,38.58333333,0,77.06383128,0,pacific
squid_jigger,13.85,0,248.2747329,0,pacific
squid_jigger,16.86666667,0,66.07051656,0,pacific
squid_jigger,122.65,0,95.38486532,0,pacific
squid_jigger,63.25,0,7.108566567,0,atlantic
squid_jigger,496.7166667,0,65.4821747,0,atlantic
squid_jigger,74.56666667,0,155.2474164,0,pacific
squid_jigger,119.1333333,0,89.19085468,0,pacific
squid_jigger,19.16666667,0,99.10207124,0,pacific
squid_jigger,17.58333333,0,9.026288924,0,pacific
squid_jigger,20.1,0,55.78505125,0,pacific
squid_jigger,95.1,0,23.59568069,0,atlantic
squid_jigger,17.38333333,0,12.63460378,0,pacific
squid_jigger,12.88333333,0,23.67117364,0,pacific
squid_jigger,90.36666667,0,208.0751949,0,pacific
squid_jigger,15.71666667,0,60.05133793,0,pacific
squid_jigger,21.25,0,28.4189221,0,pacific
squid_jigger,22.23333333,0,19.74028814,0,pacific
squid_jigger,75.35,0,229.0830603,0,pacific
squid_jigger,13.05,0,61.98580262,0,pacific
squid_jigger,34.43333333,0,211.2477216,0,pacific
squid_jigger,19.58333333,0,55.98584465,0,pacific
squid_jigger,14.83333333,0,89.89780794,0,pacific
squid_jigger,29.28333333,0,338.9143627,0,pacific
squid_jigger,45.65,0,137.9395797,0,pacific
squid_jigger,15.06666667,0,17.30855285,0,pacific
squid_jigger,12.43333333,0,13.46110455,0,indian
squid_jigger,13.56666667,0,4.094335179,0,pacific
squid_jigger,58.13333333,0,288.2721899,0,pacific
squid_jigger,64.35,0,1700.87611,0,indian
squid_jigger,17.46666667,0,22.45100592,0,pacific
squid_jigger,13.66666667,0,1.082807978,0,atlantic
squid_jigger,16.56666667,0,7.144360162,0,atlantic
squid_jigger,29.03333333,0,41.73545349,0,pacific
squid_jigger,15.1,0,34.8713496,0,pacific
squid_jigger,97.18333333,0,224.4487666,0,pacific
squid_jigger,14.31666667,0,10.71740158,0,atlantic
squid_jigger,91.41666667,0,4.565197658,0,atlantic
squid_jigger,16.33333333,0,15.69786584,0,atlantic
squid_jigger,16.33333333,0,3.631307232,0,atlantic
squid_jigger,101.75,0,278.9522094,0,pacific
squid_jigger,33.28333333,0,149.7600352,0,pacific
squid_jigger,12.7,0,190.3952788,0,pacific
squid_jigger,43.45,0,98.55560148,0,pacific
squid_jigger,20.51666667,0,24.26285301,0,atlantic
squid_jigger,12.8,0,29.79793659,0,pacific
squid_jigger,15.93333333,0,13.95953527,0,pacific
squid_jigger,22.65,0,43.56599472,0,pacific
squid_jigger,19.1,0,87.18663727,0,pacific
squid_jigger,14.25,0,32.98853783,0,pacific
squid_jigger,13.18333333,0,7.341522433,0,indian
squid_jigger,81.7,0,1243.837483,0,atlantic
squid_jigger,160.85,0,689.3542186,0,pacific
squid_jigger,19.08333333,0,17.73404365,0,pacific
squid_jigger,12.36666667,0,15.85190863,0,pacific
squid_jigger,12.98333333,0,8.0703767,0,pacific
squid_jigger,12.83333333,0,6.601115505,0,pacific
squid_jigger,35.96666667,0,177.7119392,0,pacific
squid_jigger,20.88333333,0,18.36814046,0,pacific
squid_jigger,15.68333333,0,11.47214671,0,pacific
squid_jigger,15.01666667,0,111.5210198,0,pacific
squid_jigger,35.2,0,9.569581438,0,atlantic
squid_jigger,32.16666667,0,22.68768508,0,atlantic
squid_jigger,134.7666667,0,167.578843,0,atlantic
squid_jigger,16.86666667,0,10.51936777,0,pacific
squid_jigger,12.4,0,20.31671927,0,pacific
squid_jigger,14.21666667,0,3.357765285,0,pacific
squid_jigger,15.93333333,0,26.28752451,0,pacific
squid_jigger,22.38333333,0,23.73934817,0,pacific
squid_jigger,15.13333333,0,23.52564581,0,pacific
squid_jigger,73.3,0,38.29256069,0,pacific
squid_jigger,17.38333333,0,12.5622167,0,atlantic
squid_jigger,12.36666667,0,48.54172043,0,pacific
squid_jigger,31.76666667,0,149.8449373,0,pacific
squid_jigger,46.56666667,0,84.68866245,0,pacific
squid_jigger,13.28333333,0,15.54368026,0,pacific
squid_jigger,241.0833333,0,434.191305,0,pacific
squid_jigger,15.65,0,47.6412722,0,pacific
squid_jigger,16.78333333,0,41.41658074,0,pacific
squid_jigger,37.16666667,0,65.66305588,0,atlantic
squid_jigger,65.81666667,0,163.3594722,0,pacific
squid_jigger,13.63333333,0,42.60745358,0,pacific
squid_jigger,12.15,0,6.982166806,0,pacific
squid_jigger,82.38333333,0,123.540857,0,pacific
squid_jigger,37.06666667,0,96.17702472,0,pacific
squid_jigger,17.48333333,0,48.70120914,0,pacific
squid_jigger,60.3,0,81.86372302,0,pacific
squid_jigger,51.98333333,0,202.8786608,0,pacific
squid_jigger,76.13333333,0,71.20961101,0,pacific
squid_jigger,38.35,0,108.6305757,0,pacific
squid_jigger,14.76666667,0,165.8555276,0,pacific
squid_jigger,64.5,0,605.7630694,0,pacific
squid_jigger,85.66666667,0,253.4706689,0,pacific
squid_jigger,175.6333333,0,3718.008418,0,pacific
squid_jigger,29.58333333,0,68.84577769,0,pacific
squid_jigger,13.55,0,58.2111112,0,pacific
squid_jigger,19.58333333,0,79.68378332,0,pacific
squid_jigger,17.06666667,0,212.0356133,0,pacific
squid_jigger,13.68333333,0,15.40986546,0,pacific
squid_jigger,14.23333333,0,37.28078055,0,pacific
squid_jigger,16.7,0,96.56529454,0,pacific
squid_jigger,13.08333333,0,58.94272556,0,pacific
squid_jigger,12.66666667,0,63.39792385,0,pacific
squid_jigger,14.96666667,0,206.2012838,0,pacific
squid_jigger,16.38333333,0,130.7934957,0,pacific
squid_jigger,16.28333333,0,92.02362322,0,pacific
squid_jigger,18.25,0,36.22605092,0,pacific
squid_jigger,155.25,0,41.56340416,0,pacific
squid_jigger,15.3,0,59.17776171,0,pacific
squid_jigger,82.65,0,108.2158648,0,pacific
squid_jigger,36.61666667,0,61.34481837,0,pacific
squid_jigger,12.96666667,0,32.21024262,0,pacific
squid_jigger,16.93333333,0,216.646217,0,pacific
squid_jigger,14.18333333,0,68.72551562,0,pacific
squid_jigger,20.93333333,0,223.3329861,0,pacific
squid_jigger,12.68333333,0,257.0707791,1,pacific
squid_jigger,71.26666667,0,160.2373995,0,pacific
squid_jigger,12.58333333,0,16.45214716,0,pacific
squid_jigger,15.13333333,0,35.0671444,0,pacific
squid_jigger,126.2166667,0,213.8071837,0,pacific
squid_jigger,261.4,0,178.156427,0,atlantic
squid_jigger,69.53333333,0,540.7490452,1,pacific
squid_jigger,327.1833333,0,216.7652135,0,pacific
squid_jigger,37.85,0,173.1418357,0,pacific
squid_jigger,34.56666667,0,264.2586064,0,pacific
squid_jigger,363.75,0,734.4600516,0,pacific
squid_jigger,12,0,6.028355501,0,pacific
squid_jigger,14.53333333,0,39.78843693,0,pacific
squid_jigger,13,0,19.24151233,0,pacific
squid_jigger,15.53333333,0,115.0712701,0,pacific
squid_jigger,16.61666667,0,88.65908103,0,pacific
squid_jigger,16.65,0,309.8772494,0,pacific
squid_jigger,13.38333333,0,8.354826696,0,atlantic
squid_jigger,39.06666667,0,16.43691074,0,atlantic
squid_jigger,25.73333333,0,36.90408108,1,pacific
squid_jigger,14.05,0,12.53176146,0,pacific
squid_jigger,12.01666667,0,4.704671991,1,atlantic
squid_jigger,21.96666667,0,31.37866698,0,pacific
squid_jigger,89.98333333,0,407.1865873,0,pacific
squid_jigger,16.6,0,44.77659623,0,pacific
squid_jigger,32.1,0,40.20802521,0,pacific
squid_jigger,16.45,0,24.59367376,0,pacific
squid_jigger,17.98333333,0,76.31382465,0,pacific
squid_jigger,29.68333333,0,56.83163108,0,pacific
squid_jigger,14.76666667,0,13.77779679,0,pacific
squid_jigger,13.78333333,0,66.87665584,0,pacific
squid_jigger,15.83333333,0,67.18277553,0,pacific
squid_jigger,16.01666667,0,7.876144443,0,pacific
squid_jigger,100.5333333,0,488.5110771,0,pacific
squid_jigger,21.25,0,129.0648918,0,pacific
squid_jigger,13.86666667,0,21.7694994,0,pacific
squid_jigger,15.16666667,0,57.5655321,0,pacific
squid_jigger,15.81666667,0,4.386761464,0,pacific
squid_jigger,19.11666667,0,81.95546575,0,pacific
squid_jigger,12.01666667,0,56.60516442,0,pacific
squid_jigger,134.4,0,146.792677,0,pacific
squid_jigger,40.9,0,276.9841709,0,pacific
squid_jigger,17.53333333,0,274.0230701,0,pacific
squid_jigger,35.06666667,0,244.2226803,0,pacific
squid_jigger,95.81666667,0,224.575668,0,pacific
squid_jigger,13.93333333,0,90.74901339,0,pacific
squid_jigger,13.88333333,0,97.18540237,0,pacific
squid_jigger,16.91666667,0,109.4847301,0,pacific
squid_jigger,15.93333333,0,92.43990693,0,pacific
squid_jigger,14.85,0,14.57922319,0,pacific
squid_jigger,15.73333333,0,15.59553504,0,pacific
squid_jigger,25.65,0,22.68096344,0,atlantic
squid_jigger,16.85,0,40.23668915,0,pacific
squid_jigger,269.2,0,431.3154474,0,pacific
squid_jigger,59.08333333,0,13.94846339,0,pacific
squid_jigger,64.63333333,0,13.60348516,0,pacific
squid_jigger,12.4,0,292.5374891,0,atlantic
squid_jigger,37.5,0,98.37920951,0,pacific
squid_jigger,12.96666667,0,0.327741081,0,pacific
squid_jigger,16.43333333,0,30.5794632,0,pacific
squid_jigger,58.96666667,0,84.25194955,0,pacific
squid_jigger,15.5,0,193.1870007,0,pacific
squid_jigger,46.65,0,49.40143437,0,pacific
squid_jigger,81.8,0,217.428875,0,pacific
squid_jigger,25.96666667,0,187.6454941,0,pacific
squid_jigger,81.71666667,0,381.3460572,0,pacific
squid_jigger,29.06666667,0,142.040203,0,pacific
squid_jigger,25.28333333,0,64.75539414,0,pacific
squid_jigger,12.73333333,0,15.91141216,0,pacific
squid_jigger,14.06666667,0,85.9663139,0,pacific
squid_jigger,21.06666667,0,498.8323185,0,pacific
squid_jigger,15.5,0,64.39298125,0,pacific
squid_jigger,77.26666667,0,727.3896839,0,pacific
squid_jigger,16.38333333,0,341.2834,1,atlantic
squid_jigger,23.36666667,0,58.52004824,0,atlantic
squid_jigger,136.4833333,0,595.7706358,0,pacific
squid_jigger,14.5,0,44.97577575,0,pacific
squid_jigger,15.58333333,0,56.03032182,0,pacific
squid_jigger,13.75,0,260.8255438,1,pacific
squid_jigger,64.28333333,0,37.13903304,0,pacific
