,oceans_list
37725,Pacific
37726,Pacific
37727,False
37728,False
37729,False
37730,Pacific
37731,False
37732,Pacific
37733,Pacific
37734,Pacific
37735,Pacific
37736,Indian
37737,Indian
37738,Pacific
37739,False
37740,Atlantic
37741,Atlantic
37742,Atlantic
37743,Atlantic
37744,Atlantic
37745,Atlantic
37746,Atlantic
37747,Atlantic
37748,Atlantic
37749,False
37750,False
37751,False
37752,False
37753,Indian
37754,Indian
37755,Indian
37756,Indian
37757,Indian
37758,Indian
37759,Indian
37760,Indian
37761,Pacific
37762,Atlantic
37763,Pacific
37764,Pacific
37765,False
37766,False
37767,False
37768,False
37769,False
37770,False
37771,False
37772,Pacific
37773,False
37774,False
37775,False
37776,False
37777,Pacific
37778,Pacific
37779,Pacific
37780,Pacific
37781,Pacific
37782,Pacific
37783,Pacific
37784,Pacific
37785,Pacific
37786,Pacific
37787,Pacific
37788,Pacific
37789,Pacific
37790,Pacific
37791,Pacific
37792,Pacific
37793,Pacific
37794,Pacific
37795,Pacific
37796,False
37797,Pacific
37798,Pacific
37799,Pacific
37800,Pacific
37801,False
37802,Pacific
37803,False
37804,Pacific
37805,Pacific
37806,Pacific
37807,Pacific
37808,Pacific
37809,False
37810,False
37811,Pacific
37812,Pacific
37813,Indian
37814,Indian
37815,Indian
37816,Indian
37817,Indian
37818,Pacific
37819,Pacific
37820,False
37821,False
37822,False
37823,False
37824,Pacific
37825,Pacific
37826,False
37827,False
37828,False
37829,False
37830,False
37831,False
37832,Atlantic
37833,False
37834,False
37835,Pacific
37836,Pacific
37837,Indian
37838,Indian
37839,Pacific
37840,Atlantic
37841,False
37842,Pacific
37843,Pacific
37844,False
37845,False
37846,Pacific
37847,False
37848,False
37849,False
37850,False
37851,False
37852,False
37853,False
37854,Pacific
37855,Pacific
37856,Pacific
37857,Pacific
37858,False
37859,Indian
37860,Pacific
37861,Pacific
37862,Indian
37863,Pacific
37864,False
37865,False
37866,False
37867,Indian
37868,Indian
37869,Pacific
37870,Pacific
37871,Pacific
37872,Pacific
37873,Pacific
37874,Pacific
37875,Pacific
37876,False
37877,Pacific
37878,False
37879,False
37880,Indian
37881,Pacific
37882,Indian
37883,Indian
37884,Indian
37885,Pacific
37886,Indian
37887,False
37888,False
37889,False
37890,Pacific
37891,Pacific
37892,Indian
37893,False
37894,Pacific
37895,Indian
37896,Pacific
37897,Pacific
37898,Pacific
37899,False
37900,Indian
37901,Pacific
37902,Pacific
37903,Indian
37904,Pacific
37905,Pacific
37906,Pacific
37907,Pacific
37908,Pacific
37909,False
37910,Indian
37911,Pacific
37912,Pacific
37913,Indian
37914,Indian
37915,Indian
37916,Indian
37917,Pacific
37918,Pacific
37919,False
37920,False
37921,Pacific
37922,Indian
37923,Indian
37924,Pacific
37925,Pacific
37926,False
37927,Indian
37928,Indian
37929,False
37930,False
37931,Pacific
37932,Pacific
37933,Pacific
37934,Pacific
37935,False
37936,Pacific
37937,False
37938,Indian
37939,Indian
37940,Indian
37941,Indian
37942,False
37943,Indian
37944,Pacific
37945,False
37946,False
37947,Indian
37948,False
37949,False
37950,False
37951,Indian
37952,Indian
37953,Pacific
37954,False
37955,Pacific
37956,Pacific
37957,Pacific
37958,Indian
37959,Indian
37960,Pacific
37961,Pacific
37962,Indian
37963,Pacific
37964,Indian
37965,Indian
37966,Atlantic
37967,Indian
37968,Indian
37969,Indian
37970,Indian
37971,Indian
37972,Indian
37973,Indian
37974,Indian
37975,Indian
37976,Indian
37977,Indian
37978,Indian
37979,Indian
37980,Indian
37981,Indian
37982,Indian
37983,Indian
37984,Pacific
37985,Atlantic
37986,Atlantic
37987,Atlantic
37988,False
37989,False
37990,False
37991,Indian
37992,Atlantic
37993,Atlantic
37994,Atlantic
37995,Atlantic
37996,Atlantic
37997,Atlantic
37998,Atlantic
37999,Atlantic
38000,Atlantic
38001,False
38002,Indian
38003,Indian
38004,Pacific
38005,False
38006,False
38007,False
38008,Indian
38009,Indian
38010,Indian
38011,Indian
38012,Indian
38013,Indian
38014,Indian
38015,Atlantic
38016,False
38017,False
38018,Indian
38019,Indian
38020,Indian
38021,False
38022,Atlantic
38023,Indian
38024,Indian
38025,Indian
38026,False
38027,Pacific
38028,False
38029,False
38030,False
38031,False
38032,False
38033,Pacific
38034,Indian
38035,False
38036,Pacific
38037,Pacific
38038,Indian
38039,Pacific
38040,Pacific
38041,Pacific
38042,Pacific
38043,Pacific
38044,False
38045,Pacific
38046,False
38047,False
38048,False
38049,Indian
38050,Indian
38051,False
38052,Indian
38053,Indian
38054,Indian
38055,Pacific
38056,Indian
38057,Pacific
38058,False
38059,False
38060,Indian
38061,Indian
38062,Indian
38063,Atlantic
38064,Indian
38065,False
38066,Indian
38067,Indian
38068,Indian
38069,Indian
38070,Atlantic
38071,Atlantic
38072,Atlantic
38073,Atlantic
38074,Indian
38075,Pacific
38076,Indian
38077,Indian
38078,False
38079,Atlantic
38080,Atlantic
38081,Atlantic
38082,Atlantic
38083,Atlantic
38084,Atlantic
38085,Pacific
38086,Pacific
38087,Pacific
38088,Pacific
38089,Pacific
38090,Pacific
38091,Indian
38092,Indian
38093,Pacific
38094,Pacific
38095,Indian
38096,Pacific
38097,Atlantic
38098,Indian
38099,Atlantic
38100,Pacific
38101,Pacific
38102,Pacific
38103,Atlantic
38104,Atlantic
38105,Atlantic
38106,Indian
38107,Atlantic
38108,Indian
38109,Indian
38110,Indian
38111,Indian
38112,Indian
38113,Indian
38114,Indian
38115,Indian
38116,Indian
38117,Indian
38118,Indian
38119,Indian
38120,Indian
38121,Indian
38122,Indian
38123,Indian
38124,Indian
38125,Indian
38126,Indian
38127,Indian
38128,Indian
38129,Indian
38130,Indian
38131,Indian
38132,Indian
38133,Indian
38134,Indian
38135,Indian
38136,Indian
38137,Indian
38138,Indian
38139,Indian
38140,Indian
38141,Indian
38142,Indian
38143,Indian
38144,Pacific
38145,Pacific
38146,Pacific
38147,Pacific
38148,Indian
38149,Pacific
38150,Pacific
38151,Pacific
38152,Pacific
38153,Pacific
38154,Pacific
38155,Atlantic
38156,Atlantic
38157,Atlantic
38158,Pacific
38159,Pacific
38160,Pacific
38161,Pacific
38162,Pacific
38163,Pacific
38164,Pacific
38165,Pacific
38166,Pacific
38167,Pacific
38168,Pacific
38169,False
38170,False
38171,Pacific
38172,Pacific
38173,Atlantic
38174,Atlantic
38175,False
38176,Pacific
38177,False
38178,Pacific
38179,False
38180,Pacific
38181,Pacific
38182,Pacific
38183,False
38184,False
38185,Pacific
38186,Pacific
38187,Pacific
38188,Pacific
38189,Pacific
38190,Pacific
38191,Pacific
38192,Pacific
38193,False
38194,Pacific
38195,False
38196,Pacific
38197,Pacific
38198,Pacific
38199,Pacific
38200,Pacific
38201,Pacific
38202,False
38203,Pacific
38204,False
38205,Pacific
38206,Pacific
38207,Pacific
38208,False
38209,False
38210,False
38211,False
38212,False
38213,False
38214,False
38215,False
38216,False
38217,False
38218,False
38219,False
38220,False
38221,False
38222,Pacific
38223,Pacific
38224,Pacific
38225,Pacific
38226,False
38227,False
38228,False
38229,False
38230,False
38231,False
38232,False
38233,Pacific
38234,False
38235,False
38236,False
38237,False
38238,False
38239,Pacific
38240,Pacific
38241,Pacific
38242,Pacific
38243,Pacific
38244,Pacific
38245,False
38246,Pacific
38247,Pacific
38248,Pacific
38249,Pacific
38250,Pacific
38251,Pacific
38252,Pacific
38253,Pacific
38254,Pacific
38255,Pacific
38256,Pacific
38257,Pacific
38258,Pacific
38259,Pacific
38260,Pacific
38261,False
38262,Pacific
38263,Pacific
38264,Pacific
38265,Pacific
38266,False
38267,False
38268,Atlantic
38269,Atlantic
38270,Atlantic
38271,Atlantic
38272,Atlantic
38273,Atlantic
38274,Atlantic
38275,Atlantic
38276,Indian
38277,Indian
38278,Indian
38279,Indian
38280,Indian
38281,Atlantic
38282,Indian
38283,Indian
38284,Indian
38285,Indian
38286,Indian
38287,Indian
38288,Indian
38289,Indian
38290,Indian
38291,Indian
38292,Indian
38293,Indian
38294,Indian
38295,Indian
38296,Indian
38297,Atlantic
38298,Indian
38299,Indian
38300,Indian
38301,Atlantic
38302,Indian
38303,Indian
38304,Indian
38305,Indian
38306,Indian
38307,Atlantic
38308,Atlantic
38309,Atlantic
38310,Pacific
38311,Pacific
38312,Pacific
38313,Pacific
38314,Pacific
38315,Pacific
38316,Pacific
38317,Pacific
38318,False
38319,Pacific
38320,Pacific
38321,Pacific
38322,Indian
38323,False
38324,Indian
38325,Indian
38326,Indian
38327,Indian
38328,Indian
38329,Pacific
38330,Pacific
38331,Pacific
38332,Pacific
38333,Pacific
38334,Pacific
38335,Pacific
38336,Indian
38337,Indian
38338,Indian
38339,Atlantic
38340,Atlantic
38341,Indian
38342,Pacific
38343,Pacific
38344,Pacific
38345,Atlantic
38346,Atlantic
38347,Atlantic
38348,Pacific
38349,Indian
38350,Atlantic
38351,Atlantic
38352,Atlantic
38353,Atlantic
38354,Atlantic
38355,Atlantic
38356,Atlantic
38357,Atlantic
38358,Atlantic
38359,Atlantic
38360,Atlantic
38361,Atlantic
38362,Atlantic
38363,Pacific
38364,Pacific
38365,Pacific
38366,Pacific
38367,Pacific
38368,Pacific
38369,Atlantic
38370,Atlantic
38371,Atlantic
38372,Atlantic
38373,Atlantic
38374,Atlantic
38375,Atlantic
38376,Atlantic
38377,Atlantic
38378,Pacific
38379,Pacific
38380,Atlantic
38381,Pacific
38382,Atlantic
38383,Atlantic
38384,Atlantic
38385,Pacific
38386,Pacific
38387,Pacific
38388,Pacific
38389,Pacific
38390,Pacific
38391,Pacific
38392,Atlantic
38393,Indian
38394,Pacific
38395,Pacific
38396,Pacific
38397,Pacific
38398,Pacific
38399,Pacific
38400,Pacific
38401,Pacific
38402,Pacific
38403,Atlantic
38404,Atlantic
38405,Pacific
38406,Pacific
38407,Pacific
38408,Atlantic
38409,Atlantic
38410,Indian
38411,Atlantic
38412,Atlantic
38413,Atlantic
38414,Atlantic
38415,Atlantic
38416,Atlantic
38417,Atlantic
38418,Atlantic
38419,Atlantic
38420,Atlantic
38421,Pacific
38422,Pacific
38423,Pacific
38424,Pacific
38425,Pacific
38426,Atlantic
38427,Pacific
38428,Pacific
38429,Pacific
38430,Pacific
38431,Pacific
38432,Pacific
38433,Pacific
38434,Pacific
38435,Pacific
38436,Pacific
38437,Pacific
38438,Pacific
38439,Pacific
38440,Pacific
38441,Pacific
38442,Pacific
38443,Pacific
38444,Pacific
38445,Pacific
38446,Pacific
38447,Pacific
38448,Pacific
38449,Pacific
38450,Pacific
38451,Pacific
38452,Pacific
38453,Pacific
38454,Pacific
38455,Pacific
38456,Pacific
38457,Pacific
38458,Pacific
38459,Pacific
38460,Pacific
38461,Pacific
38462,Pacific
38463,Pacific
38464,Pacific
38465,Pacific
38466,Pacific
38467,Pacific
38468,Pacific
38469,Pacific
38470,Pacific
38471,Pacific
38472,Pacific
38473,Pacific
38474,Pacific
38475,Pacific
38476,Pacific
38477,Pacific
38478,Pacific
38479,Pacific
38480,Pacific
38481,Pacific
38482,Pacific
38483,Pacific
38484,Pacific
38485,Atlantic
38486,Pacific
38487,Pacific
38488,Pacific
38489,Pacific
38490,Atlantic
38491,Pacific
38492,Pacific
38493,Atlantic
38494,Atlantic
38495,Atlantic
38496,Atlantic
38497,Pacific
38498,Pacific
38499,Pacific
38500,Pacific
38501,Pacific
38502,Pacific
38503,Pacific
38504,Pacific
38505,Pacific
38506,Pacific
38507,Pacific
38508,False
38509,False
38510,False
38511,False
38512,False
38513,Pacific
38514,Indian
38515,Indian
38516,Indian
38517,Indian
38518,False
38519,False
38520,False
38521,False
38522,False
38523,False
38524,False
38525,False
38526,False
38527,False
38528,False
38529,False
38530,False
38531,Pacific
38532,False
38533,False
38534,False
38535,False
38536,False
38537,False
38538,Pacific
38539,Pacific
38540,Indian
38541,Indian
38542,Indian
38543,Indian
38544,Indian
38545,Indian
38546,Indian
38547,Indian
38548,Indian
38549,Indian
38550,Indian
38551,Indian
38552,Indian
38553,Indian
38554,False
38555,False
38556,False
38557,False
38558,Indian
38559,Indian
38560,False
38561,False
38562,False
38563,Pacific
38564,Pacific
38565,False
38566,Pacific
38567,False
38568,False
38569,Pacific
38570,False
38571,Pacific
38572,Pacific
38573,Pacific
38574,Pacific
38575,Pacific
38576,False
38577,Pacific
38578,False
38579,Atlantic
38580,Atlantic
38581,Atlantic
38582,Atlantic
38583,Atlantic
38584,Indian
38585,False
38586,False
38587,False
38588,False
38589,False
38590,False
38591,Indian
38592,Indian
38593,Indian
38594,Indian
38595,Indian
38596,Indian
38597,Indian
38598,Indian
38599,Atlantic
38600,Pacific
38601,False
38602,False
38603,False
38604,Pacific
38605,Pacific
38606,Pacific
38607,Pacific
38608,Pacific
38609,Pacific
38610,Pacific
38611,False
38612,Pacific
38613,Pacific
38614,Pacific
38615,Pacific
38616,Pacific
38617,Pacific
38618,Atlantic
38619,Pacific
38620,Pacific
38621,Pacific
38622,False
38623,False
38624,Pacific
38625,False
38626,False
38627,False
38628,Pacific
38629,Pacific
38630,Pacific
38631,False
38632,False
38633,False
38634,False
38635,Pacific
38636,Indian
38637,Indian
38638,Indian
38639,Pacific
38640,Pacific
38641,Pacific
38642,Pacific
38643,False
38644,False
38645,False
38646,False
38647,False
38648,False
38649,False
38650,False
38651,False
38652,Pacific
38653,Pacific
38654,Pacific
38655,Pacific
38656,Indian
38657,False
38658,Pacific
38659,False
38660,False
38661,False
38662,False
38663,False
38664,False
38665,False
38666,False
38667,False
38668,False
38669,False
38670,False
38671,Pacific
38672,Pacific
38673,Indian
38674,Pacific
38675,False
38676,False
38677,Pacific
38678,False
38679,Pacific
38680,Pacific
38681,False
38682,Indian
38683,Indian
38684,Indian
38685,Pacific
38686,Pacific
38687,Pacific
38688,Pacific
38689,Pacific
38690,False
38691,Pacific
38692,Pacific
38693,Indian
38694,False
38695,False
38696,False
38697,False
38698,False
38699,Indian
38700,Indian
38701,Indian
38702,Indian
38703,Indian
38704,Pacific
38705,Pacific
38706,Pacific
38707,Pacific
38708,False
38709,Pacific
38710,Pacific
38711,Pacific
38712,False
38713,Pacific
38714,Pacific
38715,Pacific
38716,Pacific
38717,Indian
38718,Indian
38719,False
38720,Pacific
38721,Pacific
38722,Pacific
38723,Pacific
38724,Pacific
38725,Pacific
38726,False
38727,Pacific
38728,False
38729,False
38730,Pacific
38731,False
38732,Pacific
38733,Pacific
38734,Pacific
38735,False
38736,False
38737,Indian
38738,False
38739,Pacific
38740,False
38741,Indian
38742,Indian
38743,Pacific
38744,False
38745,False
38746,False
38747,Pacific
38748,Pacific
38749,False
38750,Indian
38751,False
38752,False
38753,False
38754,Pacific
38755,False
38756,Pacific
38757,Pacific
38758,Pacific
38759,Pacific
38760,Indian
38761,Indian
38762,False
38763,False
38764,Indian
38765,Indian
38766,Indian
38767,Indian
38768,Indian
38769,Indian
38770,Indian
38771,Pacific
38772,Pacific
38773,Pacific
38774,Pacific
38775,Indian
38776,Pacific
38777,Pacific
38778,Indian
38779,Indian
38780,Indian
38781,Indian
38782,Indian
38783,Atlantic
38784,Atlantic
38785,Atlantic
38786,Atlantic
38787,Atlantic
38788,Atlantic
38789,Atlantic
38790,Atlantic
38791,Atlantic
38792,Atlantic
38793,Indian
38794,Indian
38795,False
38796,Indian
38797,Atlantic
38798,Atlantic
38799,Atlantic
38800,Atlantic
38801,Atlantic
38802,Atlantic
38803,Atlantic
38804,Atlantic
38805,Indian
38806,Pacific
38807,Indian
38808,Pacific
38809,Pacific
38810,Indian
38811,Pacific
38812,Indian
38813,Indian
38814,Atlantic
38815,Pacific
38816,Atlantic
38817,False
38818,Atlantic
38819,Indian
38820,Indian
38821,Indian
38822,Pacific
38823,Pacific
38824,Indian
38825,Indian
38826,Indian
38827,Indian
38828,Indian
38829,False
38830,Pacific
38831,False
38832,False
38833,Pacific
38834,Pacific
38835,Pacific
38836,Pacific
38837,Indian
38838,False
38839,Pacific
38840,False
38841,Pacific
38842,False
38843,Indian
38844,Pacific
38845,Pacific
38846,Pacific
38847,Pacific
38848,Indian
38849,False
38850,False
38851,False
38852,Pacific
38853,Indian
38854,Pacific
38855,Pacific
38856,Indian
38857,False
38858,Indian
38859,Pacific
38860,Pacific
38861,Pacific
38862,Pacific
38863,Pacific
38864,False
38865,Indian
38866,Indian
38867,False
38868,Pacific
38869,Indian
38870,Indian
38871,Atlantic
38872,Atlantic
38873,Atlantic
38874,Pacific
38875,Indian
38876,Indian
38877,Atlantic
38878,Indian
38879,Indian
38880,Indian
38881,Indian
38882,Indian
38883,Indian
38884,Atlantic
38885,Atlantic
38886,Atlantic
38887,Indian
38888,Indian
38889,Indian
38890,Indian
38891,Indian
38892,Indian
38893,Indian
38894,False
38895,Pacific
38896,Indian
38897,Indian
38898,Indian
38899,Indian
38900,Indian
38901,Atlantic
38902,Indian
38903,Indian
38904,Atlantic
38905,Atlantic
38906,Atlantic
38907,Atlantic
38908,Atlantic
38909,Indian
38910,False
38911,Indian
38912,Indian
38913,Indian
38914,Indian
38915,Indian
38916,Indian
38917,Indian
38918,Indian
38919,Indian
38920,Indian
38921,Indian
38922,Indian
38923,Indian
38924,Indian
38925,Indian
38926,Indian
38927,Indian
38928,Indian
38929,Indian
38930,Indian
38931,Indian
38932,Indian
38933,Indian
38934,Indian
38935,Indian
38936,Indian
38937,Indian
38938,Indian
38939,Indian
38940,Indian
38941,Pacific
38942,False
38943,Pacific
38944,Pacific
38945,Atlantic
38946,Pacific
38947,Atlantic
38948,Atlantic
38949,Atlantic
38950,Atlantic
38951,Pacific
38952,Pacific
38953,Pacific
38954,Pacific
38955,Pacific
38956,Pacific
38957,Pacific
38958,Pacific
38959,Pacific
38960,Pacific
38961,Pacific
38962,Pacific
38963,Pacific
38964,Pacific
38965,Pacific
38966,Pacific
38967,False
38968,False
38969,Pacific
38970,Pacific
38971,Atlantic
38972,Atlantic
38973,Pacific
38974,False
38975,Pacific
38976,False
38977,Pacific
38978,Pacific
38979,Pacific
38980,Pacific
38981,Indian
38982,False
38983,Pacific
38984,Pacific
38985,Pacific
38986,Pacific
38987,Pacific
38988,Pacific
38989,Pacific
38990,False
38991,False
38992,False
38993,False
38994,Pacific
38995,Pacific
38996,False
38997,False
38998,Pacific
38999,Atlantic
39000,False
39001,False
39002,False
39003,False
39004,False
39005,False
39006,False
39007,False
39008,False
39009,False
39010,False
39011,False
39012,False
39013,False
39014,Pacific
39015,Pacific
39016,Pacific
39017,Pacific
39018,Pacific
39019,Pacific
39020,Pacific
39021,Pacific
39022,False
39023,Pacific
39024,False
39025,Pacific
39026,Indian
39027,Indian
39028,Indian
39029,Indian
39030,False
39031,False
39032,False
39033,False
39034,Pacific
39035,Pacific
39036,Pacific
39037,Pacific
39038,Pacific
39039,Pacific
39040,Pacific
39041,Pacific
39042,Pacific
39043,Pacific
39044,Pacific
39045,Pacific
39046,Pacific
39047,Pacific
39048,Pacific
39049,Pacific
39050,Pacific
39051,Pacific
39052,Pacific
39053,Pacific
39054,Pacific
39055,False
39056,Pacific
39057,Pacific
39058,Pacific
39059,Pacific
39060,Atlantic
39061,Atlantic
39062,Atlantic
39063,Atlantic
39064,Atlantic
39065,Atlantic
39066,Atlantic
39067,Atlantic
39068,Atlantic
39069,Atlantic
39070,Indian
39071,Indian
39072,Indian
39073,Indian
39074,Indian
39075,Indian
39076,Atlantic
39077,Indian
39078,Indian
39079,Indian
39080,Indian
39081,Indian
39082,Indian
39083,Indian
39084,Indian
39085,Indian
39086,Indian
39087,Indian
39088,Indian
39089,Indian
39090,Indian
39091,Indian
39092,Indian
39093,Indian
39094,Indian
39095,Indian
39096,Indian
39097,Indian
39098,Indian
39099,Indian
39100,Indian
39101,Atlantic
39102,Atlantic
39103,Pacific
39104,Pacific
39105,Atlantic
39106,Atlantic
39107,Atlantic
39108,False
39109,False
39110,Pacific
39111,Pacific
39112,Pacific
39113,Indian
39114,Indian
39115,Indian
39116,Indian
39117,Indian
39118,Indian
39119,Indian
39120,Indian
39121,Indian
39122,Indian
39123,Indian
39124,Indian
39125,Pacific
39126,Pacific
39127,Pacific
39128,Indian
39129,Indian
39130,Indian
39131,Atlantic
39132,Atlantic
39133,Pacific
39134,Pacific
39135,Pacific
39136,Pacific
39137,Pacific
39138,Pacific
39139,Atlantic
39140,Atlantic
39141,Atlantic
39142,Atlantic
39143,Atlantic
39144,Pacific
39145,Atlantic
39146,Atlantic
39147,Atlantic
39148,Atlantic
39149,Atlantic
39150,Atlantic
39151,Indian
39152,Atlantic
39153,Atlantic
39154,Pacific
39155,Pacific
39156,Pacific
39157,Atlantic
39158,Atlantic
39159,Atlantic
39160,Atlantic
39161,Atlantic
39162,Pacific
39163,Pacific
39164,Pacific
39165,Pacific
39166,Pacific
39167,Atlantic
39168,Atlantic
39169,Atlantic
39170,Atlantic
39171,Pacific
39172,Pacific
39173,Atlantic
39174,Indian
39175,Atlantic
39176,Pacific
39177,Atlantic
39178,Pacific
39179,Atlantic
39180,Pacific
39181,Indian
39182,Atlantic
39183,Atlantic
39184,Pacific
39185,Atlantic
39186,Atlantic
39187,Pacific
39188,Pacific
39189,Pacific
39190,Atlantic
39191,Atlantic
39192,Pacific
39193,Pacific
39194,Pacific
39195,Pacific
39196,Pacific
39197,Pacific
39198,Atlantic
39199,Atlantic
39200,Atlantic
39201,Pacific
39202,Pacific
39203,Pacific
39204,Pacific
39205,Pacific
39206,Atlantic
39207,Atlantic
39208,Pacific
39209,Atlantic
39210,Indian
39211,Atlantic
39212,Atlantic
39213,Atlantic
39214,Atlantic
39215,Atlantic
39216,Atlantic
39217,Atlantic
39218,Atlantic
39219,Atlantic
39220,Atlantic
39221,Atlantic
39222,Atlantic
39223,Atlantic
39224,Atlantic
39225,Atlantic
39226,Pacific
39227,Pacific
39228,Pacific
39229,Pacific
39230,Pacific
39231,Pacific
39232,Pacific
39233,Pacific
39234,Pacific
39235,Pacific
39236,Pacific
39237,Pacific
39238,Pacific
39239,Pacific
39240,Pacific
39241,Pacific
39242,Pacific
39243,Pacific
39244,Pacific
39245,Pacific
39246,Pacific
39247,Pacific
39248,Pacific
39249,Pacific
39250,Pacific
39251,Pacific
39252,Pacific
39253,Pacific
39254,Pacific
39255,Pacific
39256,Pacific
39257,Pacific
39258,Pacific
39259,Pacific
39260,Pacific
39261,Pacific
39262,Pacific
39263,Pacific
39264,Pacific
39265,Pacific
39266,Pacific
39267,Pacific
39268,Pacific
39269,Pacific
39270,Pacific
39271,Pacific
39272,Pacific
39273,Pacific
39274,Pacific
39275,Pacific
39276,Pacific
39277,Pacific
39278,Pacific
39279,Pacific
39280,Pacific
39281,Pacific
39282,Pacific
39283,Pacific
39284,Pacific
39285,Pacific
39286,Pacific
39287,Pacific
39288,Pacific
39289,Pacific
39290,Pacific
39291,Pacific
39292,Pacific
39293,Pacific
39294,Pacific
39295,Pacific
39296,Pacific
39297,Pacific
39298,Pacific
39299,Pacific
39300,Pacific
39301,Pacific
39302,Pacific
39303,Pacific
39304,Pacific
39305,Pacific
39306,Pacific
39307,Pacific
39308,Pacific
39309,Atlantic
39310,Atlantic
39311,False
39312,Pacific
39313,Atlantic
39314,Pacific
39315,Pacific
39316,Pacific
39317,Pacific
39318,Pacific
39319,Pacific
39320,Pacific
39321,Pacific
39322,False
39323,Pacific
39324,Pacific
39325,False
39326,False
39327,Indian
39328,Indian
39329,Indian
39330,Pacific
39331,False
39332,False
39333,False
39334,False
39335,False
39336,False
39337,False
39338,False
39339,False
39340,False
39341,Pacific
39342,False
39343,Pacific
39344,False
39345,False
39346,False
39347,False
39348,False
39349,False
39350,Pacific
39351,False
39352,Pacific
39353,Indian
39354,Indian
39355,Indian
39356,Indian
39357,Indian
39358,Indian
39359,Indian
39360,Indian
39361,Indian
39362,Indian
39363,Indian
39364,Indian
39365,Pacific
39366,False
39367,False
39368,False
39369,False
39370,False
39371,Indian
39372,False
39373,False
39374,Pacific
39375,Pacific
39376,Pacific
39377,False
39378,Pacific
39379,Pacific
39380,Pacific
39381,Pacific
39382,False
39383,Pacific
39384,Atlantic
39385,Atlantic
39386,Atlantic
39387,Atlantic
39388,Atlantic
39389,Atlantic
39390,False
39391,False
39392,False
39393,False
39394,False
39395,False
39396,False
39397,False
39398,Indian
39399,Indian
39400,Indian
39401,Indian
39402,Indian
39403,Indian
39404,Indian
39405,Atlantic
39406,Atlantic
39407,Pacific
39408,False
39409,False
39410,False
39411,False
39412,False
39413,False
39414,Pacific
39415,Pacific
39416,Pacific
39417,Pacific
39418,Pacific
39419,Pacific
39420,Pacific
39421,Pacific
39422,Pacific
39423,False
39424,Pacific
39425,Pacific
39426,Pacific
39427,Pacific
39428,Pacific
39429,Pacific
39430,Pacific
39431,Pacific
39432,False
39433,Pacific
39434,False
39435,Pacific
39436,Pacific
39437,False
39438,Pacific
39439,Pacific
39440,Pacific
39441,Pacific
39442,Pacific
39443,False
39444,Pacific
39445,Pacific
39446,False
39447,False
39448,False
39449,False
39450,False
39451,False
39452,Pacific
39453,Indian
39454,Indian
39455,Indian
39456,Indian
39457,False
39458,False
39459,False
39460,False
39461,Pacific
39462,Pacific
39463,Pacific
39464,Pacific
39465,Pacific
39466,False
39467,False
39468,False
39469,False
39470,False
39471,Atlantic
39472,Atlantic
39473,Atlantic
39474,False
39475,False
39476,Pacific
39477,False
39478,False
39479,False
39480,False
39481,False
39482,False
39483,Pacific
39484,Pacific
39485,Pacific
39486,Pacific
39487,Pacific
39488,Indian
39489,Indian
39490,Indian
39491,Pacific
39492,Pacific
39493,Pacific
39494,False
39495,Pacific
39496,Indian
39497,Pacific
39498,Pacific
39499,Pacific
39500,False
39501,Pacific
39502,Indian
39503,False
39504,False
39505,Pacific
39506,False
39507,False
39508,False
39509,False
39510,Pacific
39511,Pacific
39512,Pacific
39513,Indian
39514,Indian
39515,Pacific
39516,Indian
39517,Indian
39518,Pacific
39519,Pacific
39520,False
39521,Pacific
39522,Pacific
39523,False
39524,False
39525,False
39526,Pacific
39527,Pacific
39528,Indian
39529,Pacific
39530,Pacific
39531,Pacific
39532,Pacific
39533,Pacific
39534,Pacific
39535,Pacific
39536,Pacific
39537,Pacific
39538,Pacific
39539,Pacific
39540,Pacific
39541,Pacific
39542,False
39543,Pacific
39544,Pacific
39545,Pacific
39546,Pacific
39547,Indian
39548,Indian
39549,Indian
39550,Indian
39551,False
39552,Pacific
39553,False
39554,Indian
39555,Indian
39556,Pacific
39557,Pacific
39558,Pacific
39559,Pacific
39560,Pacific
39561,Pacific
39562,Indian
39563,Indian
39564,Indian
39565,False
39566,Indian
39567,Indian
39568,Indian
39569,Pacific
39570,Pacific
39571,Indian
39572,Indian
39573,Indian
39574,Indian
39575,Indian
39576,False
39577,False
39578,False
39579,Indian
39580,Pacific
39581,False
39582,Indian
39583,Indian
39584,Indian
39585,Pacific
39586,False
39587,Pacific
39588,Pacific
39589,Indian
39590,Indian
39591,Indian
39592,Indian
39593,Indian
39594,Pacific
39595,Pacific
39596,Pacific
39597,False
39598,False
39599,Pacific
39600,False
39601,False
39602,Indian
39603,Indian
39604,Pacific
39605,Pacific
39606,Pacific
39607,Indian
39608,Pacific
39609,Pacific
39610,Pacific
39611,False
39612,Pacific
39613,Pacific
39614,Pacific
39615,Pacific
39616,False
39617,Pacific
39618,Pacific
39619,Indian
39620,Indian
39621,False
39622,Indian
39623,Indian
39624,Indian
39625,Pacific
39626,Indian
39627,Indian
39628,Indian
39629,Indian
39630,False
39631,Indian
39632,Indian
39633,Indian
39634,Indian
39635,Indian
39636,Indian
39637,Indian
39638,Pacific
39639,False
39640,Indian
39641,Indian
39642,Pacific
39643,Indian
39644,Pacific
39645,Atlantic
39646,Atlantic
39647,Atlantic
39648,Atlantic
39649,Atlantic
39650,Indian
39651,Indian
39652,Atlantic
