,exact_name
0,false
1,false
2,false
3,North Pacific Ocean
4,North Pacific Ocean
5,North Pacific Ocean
6,false
7,false
8,North Pacific Ocean
9,South Atlantic Ocean
10,North Pacific Ocean
11,North Pacific Ocean
12,South Atlantic Ocean
13,North Pacific Ocean
14,false
15,South Atlantic Ocean
16,North Pacific Ocean
17,North Pacific Ocean
18,South Atlantic Ocean
19,false
20,North Pacific Ocean
21,South Atlantic Ocean
22,South Atlantic Ocean
23,North Pacific Ocean
24,North Pacific Ocean
25,North Pacific Ocean
26,North Pacific Ocean
27,North Pacific Ocean
28,South Atlantic Ocean
29,North Pacific Ocean
30,North Pacific Ocean
31,North Pacific Ocean
32,North Pacific Ocean
33,false
34,South Atlantic Ocean
35,North Pacific Ocean
36,false
37,North Pacific Ocean
38,North Pacific Ocean
39,South Atlantic Ocean
40,North Pacific Ocean
41,North Pacific Ocean
42,South Atlantic Ocean
43,South Atlantic Ocean
44,North Pacific Ocean
45,North Pacific Ocean
46,North Pacific Ocean
47,South Atlantic Ocean
48,North Pacific Ocean
49,North Pacific Ocean
50,South Atlantic Ocean
51,North Pacific Ocean
52,North Pacific Ocean
53,South Atlantic Ocean
54,North Pacific Ocean
55,false
56,North Pacific Ocean
57,North Pacific Ocean
58,North Pacific Ocean
59,false
60,North Pacific Ocean
61,North Pacific Ocean
62,South Atlantic Ocean
63,North Pacific Ocean
64,North Pacific Ocean
65,false
66,North Pacific Ocean
67,North Pacific Ocean
68,North Pacific Ocean
69,South Atlantic Ocean
70,North Pacific Ocean
71,South Atlantic Ocean
72,South Atlantic Ocean
73,North Pacific Ocean
74,false
75,North Pacific Ocean
76,South Atlantic Ocean
77,North Pacific Ocean
78,North Pacific Ocean
79,North Pacific Ocean
80,South Atlantic Ocean
81,North Pacific Ocean
82,North Pacific Ocean
83,South Atlantic Ocean
84,false
85,North Pacific Ocean
86,North Pacific Ocean
87,false
88,false
89,North Pacific Ocean
90,North Pacific Ocean
91,North Pacific Ocean
92,South Atlantic Ocean
93,false
94,false
95,South Atlantic Ocean
96,false
