,ocean
222,atlantic
223,pacific
224,atlantic
225,false
226,false
227,false
228,atlantic
229,pacific
230,atlantic
231,false
232,atlantic
233,pacific
234,pacific
235,pacific
236,atlantic
237,pacific
238,pacific
239,false
240,atlantic
241,atlantic
242,false
243,pacific
244,pacific
245,false
246,pacific
247,pacific
248,indian
249,pacific
250,pacific
251,pacific
252,pacific
253,atlantic
254,pacific
255,pacific
256,false
257,false
258,false
259,false
260,false
261,atlantic
262,atlantic
263,atlantic
264,atlantic
265,pacific
266,atlantic
267,pacific
268,pacific
269,atlantic
270,pacific
271,pacific
272,false
273,atlantic
274,false
275,pacific
276,false
277,pacific
278,pacific
279,atlantic
280,atlantic
281,pacific
282,pacific
283,atlantic
284,pacific
285,false
286,false
287,false
288,pacific
289,pacific
290,false
291,indian
292,atlantic
293,atlantic
294,atlantic
295,atlantic
296,atlantic
297,atlantic
298,atlantic
299,atlantic
300,atlantic
301,atlantic
302,atlantic
303,atlantic
304,atlantic
305,atlantic
306,atlantic
307,atlantic
308,atlantic
309,atlantic
310,atlantic
311,atlantic
312,atlantic
313,atlantic
314,atlantic
315,atlantic
316,indian
317,indian
318,atlantic
319,atlantic
320,atlantic
321,indian
322,atlantic
323,atlantic
324,atlantic
325,atlantic
326,atlantic
327,atlantic
328,atlantic
329,atlantic
330,atlantic
331,atlantic
332,atlantic
333,atlantic
334,atlantic
335,atlantic
336,atlantic
337,atlantic
338,atlantic
339,atlantic
340,atlantic
341,atlantic
342,atlantic
343,atlantic
344,atlantic
345,atlantic
346,atlantic
347,indian
348,indian
349,indian
350,atlantic
351,atlantic
352,atlantic
353,atlantic
354,atlantic
355,atlantic
356,indian
357,false
358,false
359,atlantic
360,atlantic
361,atlantic
362,atlantic
363,atlantic
364,atlantic
365,atlantic
366,atlantic
367,atlantic
368,atlantic
369,atlantic
370,atlantic
371,atlantic
372,atlantic
373,atlantic
374,atlantic
375,atlantic
376,false
377,false
378,pacific
379,pacific
380,pacific
381,false
382,false
383,false
384,false
385,false
386,false
387,false
388,false
389,false
390,false
391,false
392,false
393,false
394,false
395,false
396,false
397,false
398,false
399,atlantic
400,atlantic
401,atlantic
402,atlantic
403,atlantic
404,false
405,false
406,false
407,false
408,false
409,false
410,false
411,false
412,false
413,false
414,false
415,false
416,false
417,atlantic
418,atlantic
419,atlantic
420,atlantic
421,atlantic
422,atlantic
423,pacific
424,pacific
425,pacific
426,pacific
427,false
428,false
429,false
430,false
431,false
432,false
433,atlantic
434,atlantic
435,atlantic
436,atlantic
437,atlantic
438,atlantic
439,pacific
440,pacific
441,pacific
442,pacific
443,pacific
444,pacific
445,pacific
446,pacific
447,pacific
448,pacific
449,pacific
450,pacific
451,pacific
452,pacific
453,pacific
454,pacific
455,pacific
456,pacific
457,pacific
458,pacific
459,pacific
460,pacific
461,pacific
462,pacific
463,pacific
464,pacific
465,pacific
466,pacific
467,pacific
468,false
469,pacific
470,pacific
471,pacific
472,pacific
473,pacific
474,pacific
475,pacific
476,pacific
477,pacific
478,pacific
479,pacific
480,pacific
481,pacific
482,pacific
483,pacific
484,pacific
485,pacific
486,pacific
487,pacific
488,pacific
489,pacific
490,pacific
491,pacific
492,pacific
493,pacific
494,pacific
495,pacific
496,false
497,pacific
498,pacific
499,pacific
500,pacific
501,pacific
502,pacific
503,pacific
504,pacific
505,pacific
506,pacific
507,pacific
508,pacific
509,pacific
510,pacific
511,pacific
512,pacific
513,pacific
514,false
515,pacific
516,pacific
517,pacific
518,pacific
519,false
520,pacific
521,pacific
522,pacific
523,false
524,pacific
525,pacific
526,false
527,false
528,false
529,pacific
530,false
531,false
532,pacific
533,pacific
534,pacific
535,pacific
536,false
537,pacific
538,false
539,pacific
540,pacific
541,pacific
542,pacific
543,pacific
544,pacific
545,pacific
546,pacific
547,false
548,pacific
549,pacific
550,pacific
551,pacific
552,pacific
553,pacific
554,pacific
555,pacific
556,pacific
557,pacific
558,pacific
559,pacific
560,pacific
561,pacific
562,pacific
563,pacific
564,pacific
565,pacific
566,pacific
567,pacific
568,pacific
569,pacific
570,pacific
571,pacific
572,false
573,pacific
574,pacific
575,pacific
576,false
577,pacific
578,pacific
579,pacific
580,false
581,pacific
582,pacific
583,pacific
584,pacific
585,atlantic
586,atlantic
587,atlantic
588,atlantic
589,atlantic
590,atlantic
591,indian
592,indian
593,indian
594,indian
595,indian
596,indian
597,indian
598,indian
599,indian
600,indian
601,indian
602,indian
603,indian
604,indian
605,atlantic
606,atlantic
607,atlantic
608,atlantic
609,indian
610,indian
611,indian
612,indian
613,indian
614,indian
615,indian
616,indian
617,false
618,false
619,false
620,false
621,false
622,false
623,false
624,false
625,false
626,false
627,false
628,false
629,false
630,false
631,false
632,false
633,false
634,false
635,false
636,false
637,false
638,false
639,false
640,false
641,false
642,false
643,false
644,false
645,false
646,false
647,false
648,false
649,false
650,false
651,false
652,false
653,false
654,false
655,false
656,false
657,false
658,false
659,false
660,false
661,indian
662,atlantic
663,atlantic
664,atlantic
665,atlantic
666,atlantic
667,atlantic
668,atlantic
669,atlantic
670,atlantic
671,atlantic
672,atlantic
673,atlantic
674,atlantic
675,atlantic
676,atlantic
677,atlantic
678,atlantic
679,atlantic
680,atlantic
681,atlantic
682,atlantic
683,atlantic
684,indian
685,indian
686,indian
687,indian
688,indian
689,indian
690,indian
691,atlantic
692,atlantic
693,atlantic
694,indian
695,indian
696,atlantic
697,atlantic
698,atlantic
699,atlantic
700,atlantic
701,atlantic
702,atlantic
703,atlantic
704,atlantic
705,atlantic
706,atlantic
707,atlantic
708,atlantic
709,atlantic
710,atlantic
711,atlantic
712,atlantic
713,atlantic
714,atlantic
715,atlantic
716,atlantic
717,atlantic
718,indian
719,arctic
720,false
721,false
722,false
723,false
724,atlantic
725,atlantic
726,atlantic
727,atlantic
728,atlantic
729,atlantic
730,atlantic
731,atlantic
732,atlantic
733,atlantic
734,atlantic
735,atlantic
736,atlantic
737,atlantic
738,atlantic
739,atlantic
740,atlantic
741,atlantic
742,atlantic
743,atlantic
744,atlantic
745,atlantic
746,atlantic
747,atlantic
748,pacific
749,false
750,pacific
751,false
752,false
753,false
754,false
755,false
756,false
757,false
758,false
759,false
760,false
761,false
762,false
763,false
764,false
765,atlantic
766,atlantic
767,atlantic
768,atlantic
769,false
770,false
771,false
772,false
773,false
774,false
775,false
776,false
777,false
778,false
779,false
780,false
781,false
782,false
783,false
784,atlantic
785,atlantic
786,atlantic
787,atlantic
788,atlantic
789,atlantic
790,atlantic
791,false
792,false
793,pacific
794,pacific
795,pacific
796,pacific
797,pacific
798,false
799,false
800,pacific
801,false
802,false
803,false
804,false
805,false
806,atlantic
807,atlantic
808,atlantic
809,pacific
810,pacific
811,pacific
812,pacific
813,pacific
814,pacific
815,pacific
816,pacific
817,pacific
818,pacific
819,pacific
820,pacific
821,pacific
822,pacific
823,pacific
824,pacific
825,pacific
826,pacific
827,pacific
828,pacific
829,pacific
830,pacific
831,pacific
832,pacific
833,pacific
834,pacific
835,pacific
836,pacific
837,pacific
838,pacific
839,pacific
840,pacific
841,pacific
842,pacific
843,pacific
844,pacific
845,pacific
846,indian
847,indian
848,pacific
849,pacific
850,pacific
851,pacific
852,pacific
853,pacific
854,pacific
855,pacific
856,pacific
857,false
858,false
859,false
860,pacific
861,false
862,pacific
863,pacific
864,pacific
865,pacific
866,pacific
867,pacific
868,false
869,pacific
870,pacific
871,pacific
872,indian
873,pacific
874,pacific
875,pacific
876,pacific
877,pacific
878,pacific
879,pacific
880,indian
881,false
882,false
883,pacific
884,pacific
885,pacific
886,pacific
887,pacific
888,pacific
889,pacific
890,pacific
891,pacific
892,pacific
893,pacific
894,pacific
895,pacific
896,pacific
897,pacific
898,pacific
899,pacific
900,false
901,false
902,false
903,false
904,pacific
905,pacific
906,pacific
907,pacific
908,pacific
909,pacific
910,false
911,pacific
912,pacific
913,pacific
914,pacific
915,pacific
916,pacific
917,pacific
918,pacific
919,pacific
920,pacific
921,pacific
922,pacific
923,pacific
924,pacific
925,pacific
926,pacific
927,pacific
928,pacific
929,pacific
930,pacific
931,pacific
932,pacific
933,false
934,false
935,pacific
936,pacific
937,pacific
938,pacific
939,pacific
940,pacific
941,pacific
942,false
943,pacific
944,pacific
945,pacific
946,pacific
947,pacific
948,pacific
949,pacific
950,false
951,atlantic
952,atlantic
953,atlantic
954,atlantic
955,atlantic
956,atlantic
957,atlantic
958,indian
959,indian
960,indian
961,indian
962,indian
963,indian
964,indian
965,atlantic
966,atlantic
967,atlantic
968,atlantic
969,indian
970,indian
971,false
972,false
973,false
974,false
975,false
976,false
977,false
978,false
979,false
980,false
981,false
982,false
983,false
984,false
985,false
986,false
987,false
988,false
989,false
990,false
991,false
992,false
993,false
994,false
995,false
996,false
997,false
998,false
999,false
1000,false
1001,false
1002,false
1003,false
1004,false
1005,false
1006,false
1007,false
1008,false
1009,false
1010,false
1011,false
1012,false
1013,false
1014,false
1015,false
1016,false
1017,pacific
1018,atlantic
1019,atlantic
1020,atlantic
1021,atlantic
1022,atlantic
1023,atlantic
1024,atlantic
1025,indian
1026,indian
1027,atlantic
1028,atlantic
1029,atlantic
1030,atlantic
1031,atlantic
1032,atlantic
1033,atlantic
1034,atlantic
1035,atlantic
1036,atlantic
1037,atlantic
1038,atlantic
1039,atlantic
1040,atlantic
1041,atlantic
1042,atlantic
1043,atlantic
1044,atlantic
1045,atlantic
1046,atlantic
1047,indian
1048,atlantic
1049,atlantic
1050,atlantic
1051,atlantic
1052,atlantic
1053,atlantic
1054,atlantic
1055,indian
1056,indian
1057,indian
1058,indian
1059,indian
1060,atlantic
1061,atlantic
1062,atlantic
1063,atlantic
1064,atlantic
1065,atlantic
1066,atlantic
1067,atlantic
1068,atlantic
1069,atlantic
1070,atlantic
1071,atlantic
1072,atlantic
1073,atlantic
1074,atlantic
1075,atlantic
1076,atlantic
1077,atlantic
1078,atlantic
1079,atlantic
1080,atlantic
1081,atlantic
1082,atlantic
1083,atlantic
1084,atlantic
1085,atlantic
1086,atlantic
1087,atlantic
1088,atlantic
1089,indian
1090,indian
1091,atlantic
1092,atlantic
1093,atlantic
1094,atlantic
1095,indian
1096,atlantic
1097,atlantic
1098,atlantic
1099,atlantic
1100,atlantic
1101,atlantic
1102,atlantic
1103,atlantic
1104,atlantic
1105,atlantic
1106,atlantic
1107,atlantic
1108,atlantic
1109,atlantic
1110,atlantic
1111,atlantic
1112,pacific
1113,false
1114,pacific
1115,false
1116,false
1117,false
1118,false
1119,false
1120,false
1121,false
1122,false
1123,false
1124,false
1125,false
1126,false
1127,false
1128,atlantic
1129,atlantic
1130,false
1131,false
1132,false
1133,false
1134,false
1135,false
1136,false
1137,false
1138,false
1139,false
1140,false
1141,atlantic
1142,atlantic
1143,pacific
1144,pacific
1145,pacific
1146,pacific
1147,false
1148,pacific
1149,false
1150,false
1151,false
1152,pacific
1153,pacific
1154,pacific
1155,pacific
1156,pacific
1157,pacific
1158,false
1159,false
1160,false
1161,false
1162,false
1163,false
1164,false
1165,false
1166,false
1167,atlantic
1168,atlantic
1169,pacific
1170,pacific
1171,pacific
1172,pacific
1173,pacific
1174,pacific
1175,pacific
1176,pacific
1177,pacific
1178,pacific
1179,pacific
1180,pacific
1181,pacific
1182,pacific
1183,pacific
1184,pacific
1185,pacific
1186,false
1187,pacific
1188,pacific
1189,pacific
1190,pacific
1191,pacific
1192,pacific
1193,pacific
1194,pacific
1195,pacific
1196,pacific
1197,pacific
1198,pacific
1199,pacific
1200,pacific
1201,pacific
1202,pacific
1203,pacific
1204,pacific
1205,pacific
1206,pacific
1207,pacific
1208,pacific
1209,indian
1210,indian
1211,indian
1212,pacific
1213,pacific
1214,pacific
1215,pacific
1216,pacific
1217,pacific
1218,false
1219,pacific
1220,pacific
1221,pacific
1222,false
1223,false
1224,false
1225,false
1226,pacific
1227,pacific
1228,pacific
1229,pacific
1230,false
1231,false
1232,pacific
1233,pacific
1234,pacific
1235,pacific
1236,pacific
1237,pacific
1238,pacific
1239,pacific
1240,pacific
1241,pacific
1242,pacific
1243,pacific
1244,false
1245,false
1246,pacific
1247,pacific
1248,pacific
1249,false
1250,pacific
1251,pacific
1252,pacific
1253,false
1254,pacific
1255,pacific
1256,false
1257,pacific
1258,pacific
1259,pacific
1260,pacific
1261,pacific
1262,false
1263,pacific
1264,pacific
1265,pacific
1266,pacific
1267,pacific
1268,pacific
1269,pacific
1270,pacific
1271,pacific
1272,pacific
1273,pacific
1274,pacific
1275,pacific
1276,pacific
1277,pacific
1278,pacific
1279,pacific
1280,pacific
1281,pacific
1282,pacific
1283,pacific
1284,false
1285,pacific
1286,false
1287,pacific
1288,pacific
1289,pacific
1290,pacific
1291,pacific
1292,pacific
1293,pacific
1294,pacific
1295,pacific
1296,pacific
1297,pacific
1298,pacific
1299,pacific
1300,false
1301,false
1302,pacific
1303,pacific
1304,pacific
1305,pacific
1306,pacific
1307,pacific
1308,atlantic
1309,atlantic
1310,atlantic
1311,atlantic
1312,atlantic
1313,atlantic
1314,atlantic
1315,atlantic
1316,atlantic
1317,atlantic
1318,indian
1319,indian
1320,indian
1321,indian
1322,indian
1323,indian
1324,indian
1325,indian
1326,indian
1327,indian
1328,atlantic
1329,atlantic
1330,indian
1331,indian
1332,indian
1333,indian
1334,indian
1335,false
1336,false
1337,false
1338,false
1339,false
1340,false
1341,false
1342,false
1343,false
1344,false
1345,false
1346,false
1347,false
1348,false
1349,false
1350,false
1351,false
1352,false
1353,false
1354,false
1355,false
1356,false
1357,false
1358,false
1359,false
1360,false
1361,false
1362,false
1363,false
1364,false
1365,false
1366,false
1367,false
1368,false
1369,false
1370,false
1371,false
1372,false
1373,false
1374,false
1375,false
1376,false
1377,false
1378,false
1379,pacific
1380,pacific
1381,indian
1382,atlantic
1383,pacific
1384,atlantic
1385,pacific
1386,false
1387,pacific
1388,pacific
1389,indian
1390,pacific
1391,atlantic
1392,pacific
1393,false
1394,false
1395,indian
1396,atlantic
1397,atlantic
1398,pacific
1399,pacific
1400,pacific
1401,false
1402,atlantic
1403,false
1404,pacific
1405,atlantic
1406,atlantic
1407,indian
1408,atlantic
1409,atlantic
1410,pacific
1411,pacific
1412,pacific
1413,false
1414,false
1415,atlantic
1416,atlantic
1417,pacific
1418,pacific
1419,false
1420,pacific
1421,indian
1422,false
1423,false
1424,pacific
1425,pacific
1426,false
1427,atlantic
1428,pacific
1429,pacific
1430,pacific
1431,false
1432,pacific
1433,false
1434,false
1435,atlantic
1436,pacific
1437,pacific
1438,pacific
1439,pacific
1440,atlantic
1441,pacific
1442,atlantic
1443,atlantic
1444,indian
1445,atlantic
1446,pacific
1447,pacific
1448,false
1449,indian
1450,pacific
1451,false
1452,false
1453,atlantic
1454,pacific
1455,atlantic
1456,pacific
1457,pacific
1458,atlantic
1459,atlantic
1460,pacific
1461,false
1462,pacific
1463,false
1464,false
1465,pacific
1466,pacific
1467,atlantic
1468,pacific
1469,indian
1470,false
1471,pacific
1472,pacific
1473,pacific
1474,pacific
1475,atlantic
1476,false
1477,false
1478,false
1479,indian
1480,pacific
1481,atlantic
1482,false
1483,atlantic
1484,pacific
1485,pacific
1486,pacific
1487,false
1488,false
1489,indian
1490,pacific
1491,pacific
1492,pacific
1493,indian
1494,pacific
1495,false
1496,pacific
1497,atlantic
1498,atlantic
1499,pacific
1500,atlantic
1501,indian
1502,pacific
1503,atlantic
1504,pacific
1505,atlantic
1506,pacific
1507,false
1508,false
1509,atlantic
1510,atlantic
1511,pacific
1512,pacific
1513,pacific
1514,pacific
1515,false
1516,atlantic
1517,pacific
1518,pacific
1519,atlantic
1520,pacific
1521,indian
1522,atlantic
1523,atlantic
1524,indian
1525,pacific
1526,atlantic
1527,atlantic
1528,false
1529,pacific
1530,atlantic
1531,atlantic
1532,atlantic
1533,pacific
1534,indian
1535,false
1536,false
1537,indian
1538,pacific
1539,pacific
1540,false
1541,pacific
1542,pacific
1543,false
1544,atlantic
1545,atlantic
1546,atlantic
1547,false
1548,false
1549,pacific
1550,pacific
1551,pacific
1552,pacific
1553,atlantic
1554,atlantic
1555,false
1556,false
1557,atlantic
1558,atlantic
1559,pacific
1560,atlantic
1561,atlantic
1562,pacific
1563,false
1564,atlantic
1565,pacific
1566,atlantic
1567,pacific
1568,false
1569,pacific
1570,indian
1571,false
1572,atlantic
1573,pacific
1574,atlantic
1575,atlantic
1576,false
1577,pacific
1578,pacific
1579,pacific
1580,pacific
1581,false
1582,false
1583,pacific
1584,false
1585,atlantic
1586,pacific
1587,false
1588,atlantic
1589,pacific
1590,false
1591,false
1592,pacific
1593,pacific
1594,indian
1595,pacific
1596,pacific
1597,indian
1598,atlantic
1599,pacific
1600,atlantic
1601,false
1602,pacific
1603,indian
1604,atlantic
1605,false
1606,pacific
1607,false
1608,pacific
1609,indian
1610,atlantic
1611,pacific
1612,indian
1613,atlantic
1614,pacific
1615,pacific
1616,false
1617,pacific
1618,false
1619,pacific
1620,false
1621,false
1622,pacific
1623,pacific
1624,pacific
1625,pacific
1626,pacific
1627,atlantic
1628,false
1629,false
1630,atlantic
1631,atlantic
1632,pacific
1633,indian
1634,atlantic
1635,pacific
1636,atlantic
1637,atlantic
1638,atlantic
1639,atlantic
1640,indian
1641,atlantic
1642,false
1643,atlantic
1644,pacific
1645,pacific
1646,indian
1647,indian
1648,atlantic
1649,pacific
1650,pacific
1651,false
1652,atlantic
1653,atlantic
1654,atlantic
1655,false
1656,atlantic
1657,atlantic
1658,atlantic
1659,false
1660,false
1661,indian
1662,false
1663,pacific
1664,indian
1665,atlantic
1666,false
1667,atlantic
1668,pacific
1669,atlantic
1670,pacific
1671,pacific
1672,indian
1673,atlantic
1674,atlantic
1675,atlantic
1676,false
1677,pacific
1678,atlantic
1679,false
1680,pacific
1681,pacific
1682,pacific
1683,indian
1684,atlantic
1685,atlantic
1686,false
1687,pacific
1688,atlantic
1689,atlantic
1690,atlantic
1691,atlantic
1692,false
1693,atlantic
1694,pacific
1695,indian
1696,pacific
1697,atlantic
1698,pacific
1699,pacific
1700,pacific
1701,pacific
1702,false
1703,pacific
1704,false
1705,pacific
1706,pacific
1707,pacific
1708,pacific
1709,pacific
1710,atlantic
1711,pacific
1712,false
1713,atlantic
1714,false
1715,pacific
1716,atlantic
1717,pacific
1718,pacific
1719,pacific
1720,false
1721,false
1722,atlantic
1723,pacific
1724,false
1725,false
1726,pacific
1727,false
1728,false
1729,pacific
1730,pacific
1731,false
1732,false
1733,false
1734,false
1735,indian
1736,atlantic
1737,atlantic
1738,atlantic
1739,atlantic
1740,pacific
1741,pacific
1742,pacific
1743,pacific
1744,false
1745,false
1746,false
1747,atlantic
1748,atlantic
1749,atlantic
1750,atlantic
1751,false
1752,false
1753,false
1754,indian
1755,indian
1756,atlantic
1757,false
1758,atlantic
1759,atlantic
1760,atlantic
1761,atlantic
1762,atlantic
1763,atlantic
1764,atlantic
1765,atlantic
1766,atlantic
1767,false
1768,false
1769,false
1770,false
1771,false
1772,false
1773,false
1774,false
1775,false
1776,false
1777,false
1778,atlantic
1779,false
1780,false
1781,false
1782,false
1783,atlantic
1784,atlantic
1785,atlantic
1786,atlantic
1787,atlantic
1788,atlantic
1789,false
1790,atlantic
1791,indian
1792,atlantic
1793,atlantic
1794,atlantic
1795,false
1796,atlantic
1797,atlantic
1798,false
1799,atlantic
1800,atlantic
1801,atlantic
1802,atlantic
1803,atlantic
1804,atlantic
1805,atlantic
1806,false
1807,false
1808,false
1809,false
1810,false
1811,false
1812,atlantic
1813,false
1814,false
1815,false
1816,false
1817,atlantic
1818,atlantic
1819,indian
1820,false
1821,false
1822,false
1823,false
1824,false
1825,false
1826,false
1827,false
1828,false
1829,false
1830,false
1831,false
1832,atlantic
1833,false
1834,false
1835,false
1836,indian
1837,false
1838,indian
1839,indian
1840,indian
1841,indian
1842,atlantic
1843,atlantic
1844,atlantic
1845,atlantic
1846,atlantic
1847,atlantic
1848,atlantic
1849,atlantic
1850,atlantic
1851,false
1852,false
1853,atlantic
1854,false
1855,false
1856,false
1857,false
1858,false
1859,false
1860,false
1861,false
1862,false
1863,false
1864,false
1865,false
1866,false
1867,false
1868,false
1869,false
1870,false
1871,false
1872,false
1873,false
1874,false
1875,false
1876,false
1877,false
1878,false
1879,false
1880,false
1881,false
1882,false
1883,false
1884,false
1885,false
1886,false
1887,false
1888,false
1889,false
1890,false
1891,false
1892,false
1893,false
1894,false
1895,false
1896,false
1897,false
1898,false
1899,false
1900,false
1901,false
1902,false
1903,false
1904,false
1905,false
1906,false
1907,false
1908,false
1909,false
1910,false
1911,false
1912,false
1913,false
1914,false
1915,atlantic
1916,pacific
1917,atlantic
1918,atlantic
1919,false
1920,false
1921,false
1922,false
1923,false
1924,false
1925,false
1926,false
1927,pacific
1928,false
1929,indian
1930,indian
1931,false
1932,pacific
1933,pacific
1934,pacific
1935,pacific
1936,pacific
1937,pacific
1938,pacific
1939,pacific
1940,pacific
1941,pacific
1942,pacific
1943,false
1944,false
1945,pacific
1946,pacific
1947,pacific
1948,false
1949,false
1950,pacific
1951,false
1952,pacific
1953,pacific
1954,false
1955,indian
1956,indian
1957,indian
1958,indian
1959,indian
1960,indian
1961,indian
1962,indian
1963,indian
1964,indian
1965,indian
1966,indian
1967,pacific
1968,indian
1969,indian
1970,indian
1971,indian
1972,indian
1973,indian
1974,indian
1975,indian
1976,pacific
1977,pacific
1978,pacific
1979,pacific
1980,indian
1981,pacific
1982,false
1983,false
1984,false
1985,false
1986,pacific
1987,pacific
1988,pacific
1989,pacific
1990,pacific
1991,pacific
1992,false
1993,false
1994,false
1995,false
1996,pacific
1997,false
1998,false
1999,pacific
2000,false
2001,false
2002,atlantic
2003,atlantic
2004,atlantic
2005,atlantic
2006,atlantic
2007,atlantic
2008,atlantic
2009,pacific
2010,pacific
2011,pacific
2012,pacific
2013,indian
2014,indian
2015,indian
2016,false
2017,pacific
2018,pacific
2019,pacific
2020,pacific
2021,false
2022,false
2023,false
2024,false
2025,false
2026,false
2027,false
2028,false
2029,pacific
2030,false
2031,false
2032,false
2033,false
2034,false
2035,false
2036,false
2037,false
2038,false
2039,false
2040,false
2041,false
2042,false
2043,atlantic
2044,false
2045,false
2046,pacific
2047,pacific
2048,false
2049,pacific
2050,false
2051,pacific
2052,pacific
2053,false
2054,false
2055,false
2056,false
2057,pacific
2058,pacific
2059,indian
2060,indian
2061,pacific
2062,pacific
2063,pacific
2064,pacific
2065,pacific
2066,false
2067,false
2068,false
2069,false
2070,false
2071,false
2072,pacific
2073,pacific
2074,pacific
2075,pacific
2076,pacific
2077,pacific
2078,false
2079,pacific
2080,indian
2081,indian
2082,false
2083,false
2084,pacific
2085,pacific
2086,false
2087,pacific
2088,pacific
2089,pacific
2090,false
2091,pacific
2092,pacific
2093,pacific
2094,pacific
2095,pacific
2096,pacific
2097,pacific
2098,pacific
2099,pacific
2100,pacific
2101,false
2102,pacific
2103,false
2104,pacific
2105,indian
2106,pacific
2107,false
2108,pacific
2109,pacific
2110,pacific
2111,pacific
2112,indian
2113,pacific
2114,pacific
2115,indian
2116,pacific
2117,pacific
2118,pacific
2119,pacific
2120,pacific
2121,pacific
2122,false
2123,false
2124,pacific
2125,pacific
2126,indian
2127,indian
2128,pacific
2129,pacific
2130,indian
2131,pacific
2132,pacific
2133,pacific
2134,indian
2135,false
2136,false
2137,pacific
2138,pacific
2139,pacific
2140,pacific
2141,indian
2142,false
2143,indian
2144,pacific
2145,pacific
2146,false
2147,pacific
2148,pacific
2149,false
2150,false
2151,pacific
2152,indian
2153,indian
2154,pacific
2155,pacific
2156,indian
2157,pacific
2158,indian
2159,pacific
2160,pacific
2161,pacific
2162,pacific
2163,false
2164,false
2165,pacific
2166,pacific
2167,pacific
2168,indian
2169,indian
2170,indian
2171,pacific
2172,pacific
2173,pacific
2174,pacific
2175,indian
2176,indian
2177,indian
2178,pacific
2179,pacific
2180,indian
2181,indian
2182,indian
2183,false
2184,false
2185,indian
2186,pacific
2187,false
2188,indian
2189,pacific
2190,pacific
2191,pacific
2192,false
2193,false
2194,indian
2195,false
2196,indian
2197,false
2198,indian
2199,indian
2200,false
2201,indian
2202,indian
2203,indian
2204,indian
2205,indian
2206,false
2207,indian
2208,indian
2209,indian
2210,indian
2211,indian
2212,indian
2213,indian
2214,false
2215,indian
2216,atlantic
2217,atlantic
2218,atlantic
2219,atlantic
2220,atlantic
2221,atlantic
2222,indian
2223,atlantic
2224,false
2225,pacific
2226,pacific
2227,atlantic
2228,indian
2229,indian
2230,indian
2231,indian
2232,indian
2233,atlantic
2234,atlantic
2235,atlantic
2236,atlantic
2237,pacific
2238,pacific
2239,indian
2240,indian
2241,indian
2242,false
2243,indian
2244,indian
2245,false
2246,false
2247,false
2248,false
2249,pacific
2250,indian
2251,indian
2252,indian
2253,indian
2254,indian
2255,indian
2256,indian
2257,indian
2258,indian
2259,pacific
2260,indian
2261,false
2262,false
2263,indian
2264,indian
2265,false
2266,indian
2267,indian
2268,atlantic
2269,indian
2270,indian
2271,false
2272,pacific
2273,pacific
2274,pacific
2275,pacific
2276,false
2277,false
2278,false
2279,indian
2280,indian
2281,indian
2282,pacific
2283,false
2284,indian
2285,indian
2286,false
2287,false
2288,false
2289,pacific
2290,pacific
